,year,doy,species,latitude,site_id,species_actual,phenophase
230598,2014,263,Malus,50.6667,1667,domestica 'late cultivar',516
230599,2015,274,Malus,50.6667,1667,domestica 'late cultivar',516
230953,2010,276,Malus,49.3333,1207,domestica 'late cultivar',516
230954,2011,292,Malus,49.3333,1207,domestica 'late cultivar',516
230955,2012,272,Malus,49.3333,1207,domestica 'late cultivar',516
230956,2013,284,Malus,49.3333,1207,domestica 'late cultivar',516
230957,2014,278,Malus,49.3333,1207,domestica 'late cultivar',516
230958,2015,280,Malus,49.3333,1207,domestica 'late cultivar',516
231059,2010,287,Malus,50.85,927,domestica 'late cultivar',516
231060,2011,278,Malus,50.85,927,domestica 'late cultivar',516
231061,2012,290,Malus,50.85,927,domestica 'late cultivar',516
231231,2011,283,Malus,53.5,1322,domestica 'late cultivar',516
231232,2014,284,Malus,53.5,1322,domestica 'late cultivar',516
231233,2015,290,Malus,53.5,1322,domestica 'late cultivar',516
231296,2010,285,Malus,52.5,1328,domestica 'late cultivar',516
231297,2011,285,Malus,52.5,1328,domestica 'late cultivar',516
231298,2012,280,Malus,52.5,1328,domestica 'late cultivar',516
231299,2013,278,Malus,52.5,1328,domestica 'late cultivar',516
231300,2014,258,Malus,52.5,1328,domestica 'late cultivar',516
231377,2011,268,Malus,54.35,1325,domestica 'late cultivar',516
231378,2012,288,Malus,54.35,1325,domestica 'late cultivar',516
231379,2013,300,Malus,54.35,1325,domestica 'late cultivar',516
231380,2014,289,Malus,54.35,1325,domestica 'late cultivar',516
231461,2010,264,Malus,53.0667,5358,domestica 'late cultivar',516
231462,2011,273,Malus,53.0667,5358,domestica 'late cultivar',516
231463,2012,295,Malus,53.0667,5358,domestica 'late cultivar',516
231464,2013,297,Malus,53.0667,5358,domestica 'late cultivar',516
231465,2014,271,Malus,53.0667,5358,domestica 'late cultivar',516
231466,2015,264,Malus,53.0667,5358,domestica 'late cultivar',516
231585,2011,274,Malus,53.15,1265,domestica 'late cultivar',516
231586,2012,284,Malus,53.15,1265,domestica 'late cultivar',516
231587,2013,270,Malus,53.15,1265,domestica 'late cultivar',516
231588,2014,284,Malus,53.15,1265,domestica 'late cultivar',516
231589,2015,277,Malus,53.15,1265,domestica 'late cultivar',516
231704,2010,265,Malus,51.7333,5063,domestica 'late cultivar',516
231705,2011,261,Malus,51.7333,5063,domestica 'late cultivar',516
231706,2012,276,Malus,51.7333,5063,domestica 'late cultivar',516
231707,2013,281,Malus,51.7333,5063,domestica 'late cultivar',516
231708,2014,284,Malus,51.7333,5063,domestica 'late cultivar',516
231991,2010,282,Malus,48.7,1063,domestica 'late cultivar',516
231992,2011,246,Malus,48.7,1063,domestica 'late cultivar',516
231993,2012,293,Malus,48.7,1063,domestica 'late cultivar',516
231994,2015,261,Malus,48.7,1063,domestica 'late cultivar',516
232265,2010,274,Malus,49.4333,1836,domestica 'late cultivar',516
232266,2011,273,Malus,49.4333,1836,domestica 'late cultivar',516
232267,2012,272,Malus,49.4333,1836,domestica 'late cultivar',516
232268,2014,263,Malus,49.4333,1836,domestica 'late cultivar',516
232269,2015,267,Malus,49.4333,1836,domestica 'late cultivar',516
232322,2010,267,Malus,50.0,1439,domestica 'late cultivar',516
232323,2011,265,Malus,50.0,1439,domestica 'late cultivar',516
232324,2012,273,Malus,50.0,1439,domestica 'late cultivar',516
232325,2013,268,Malus,50.0,1439,domestica 'late cultivar',516
232326,2014,253,Malus,50.0,1439,domestica 'late cultivar',516
232420,2010,289,Malus,50.3667,1335,domestica 'late cultivar',516
232421,2011,287,Malus,50.3667,1335,domestica 'late cultivar',516
232422,2012,270,Malus,50.3667,1335,domestica 'late cultivar',516
232423,2013,286,Malus,50.3667,1335,domestica 'late cultivar',516
232513,2010,267,Malus,50.0333,1118,domestica 'late cultivar',516
232514,2011,253,Malus,50.0333,1118,domestica 'late cultivar',516
232515,2012,283,Malus,50.0333,1118,domestica 'late cultivar',516
232516,2013,268,Malus,50.0333,1118,domestica 'late cultivar',516
232517,2014,258,Malus,50.0333,1118,domestica 'late cultivar',516
232518,2015,262,Malus,50.0333,1118,domestica 'late cultivar',516
232567,2015,288,Malus,49.3,1150,domestica 'late cultivar',516
232790,2010,276,Malus,48.1833,1144,domestica 'late cultivar',516
232791,2011,296,Malus,48.1833,1144,domestica 'late cultivar',516
232792,2012,283,Malus,48.1833,1144,domestica 'late cultivar',516
232793,2013,288,Malus,48.1833,1144,domestica 'late cultivar',516
232794,2014,285,Malus,48.1833,1144,domestica 'late cultivar',516
232795,2015,283,Malus,48.1833,1144,domestica 'late cultivar',516
232913,2010,306,Malus,53.0333,1156,domestica 'late cultivar',516
232914,2011,293,Malus,53.0333,1156,domestica 'late cultivar',516
232915,2012,292,Malus,53.0333,1156,domestica 'late cultivar',516
232916,2013,297,Malus,53.0333,1156,domestica 'late cultivar',516
232917,2014,292,Malus,53.0333,1156,domestica 'late cultivar',516
232918,2015,292,Malus,53.0333,1156,domestica 'late cultivar',516
232957,2010,291,Malus,52.8333,1284,domestica 'late cultivar',516
232958,2011,298,Malus,52.8333,1284,domestica 'late cultivar',516
232959,2012,299,Malus,52.8333,1284,domestica 'late cultivar',516
232960,2013,293,Malus,52.8333,1284,domestica 'late cultivar',516
232961,2014,299,Malus,52.8333,1284,domestica 'late cultivar',516
232962,2015,299,Malus,52.8333,1284,domestica 'late cultivar',516
233175,2010,265,Malus,49.9833,740,domestica 'late cultivar',516
233176,2011,240,Malus,49.9833,740,domestica 'late cultivar',516
233177,2013,265,Malus,49.9833,740,domestica 'late cultivar',516
233178,2014,254,Malus,49.9833,740,domestica 'late cultivar',516
233179,2015,260,Malus,49.9833,740,domestica 'late cultivar',516
233499,2010,272,Malus,49.0833,1492,domestica 'late cultivar',516
233500,2011,289,Malus,49.0833,1492,domestica 'late cultivar',516
233501,2012,288,Malus,49.0833,1492,domestica 'late cultivar',516
233502,2013,302,Malus,49.0833,1492,domestica 'late cultivar',516
233503,2014,289,Malus,49.0833,1492,domestica 'late cultivar',516
233504,2015,278,Malus,49.0833,1492,domestica 'late cultivar',516
233626,2010,296,Malus,49.4667,1834,domestica 'late cultivar',516
233627,2011,270,Malus,49.4667,1834,domestica 'late cultivar',516
233628,2014,268,Malus,49.4667,1834,domestica 'late cultivar',516
233679,2010,286,Malus,49.4167,4838,domestica 'late cultivar',516
233680,2011,261,Malus,49.4167,4838,domestica 'late cultivar',516
233681,2013,277,Malus,49.4167,4838,domestica 'late cultivar',516
233682,2014,270,Malus,49.4167,4838,domestica 'late cultivar',516
233683,2015,277,Malus,49.4167,4838,domestica 'late cultivar',516
233898,2010,280,Malus,48.9833,820,domestica 'late cultivar',516
233899,2011,284,Malus,48.9833,820,domestica 'late cultivar',516
233900,2012,290,Malus,48.9833,820,domestica 'late cultivar',516
233901,2013,291,Malus,48.9833,820,domestica 'late cultivar',516
233902,2014,289,Malus,48.9833,820,domestica 'late cultivar',516
233903,2015,293,Malus,48.9833,820,domestica 'late cultivar',516
233979,2015,258,Malus,49.5333,908,domestica 'late cultivar',516
234110,2010,291,Malus,54.1167,2040,domestica 'late cultivar',516
234111,2011,289,Malus,54.1167,2040,domestica 'late cultivar',516
234112,2012,291,Malus,54.1167,2040,domestica 'late cultivar',516
234113,2013,294,Malus,54.1167,2040,domestica 'late cultivar',516
234114,2014,277,Malus,54.1167,2040,domestica 'late cultivar',516
234115,2015,294,Malus,54.1167,2040,domestica 'late cultivar',516
234153,2010,292,Malus,52.85,2653,domestica 'late cultivar',516
234154,2011,287,Malus,52.85,2653,domestica 'late cultivar',516
234155,2012,280,Malus,52.85,2653,domestica 'late cultivar',516
234156,2013,286,Malus,52.85,2653,domestica 'late cultivar',516
234157,2014,275,Malus,52.85,2653,domestica 'late cultivar',516
234158,2015,276,Malus,52.85,2653,domestica 'late cultivar',516
234265,2012,272,Malus,52.3333,925,domestica 'late cultivar',516
234315,2011,266,Malus,49.3167,3073,domestica 'late cultivar',516
234316,2012,257,Malus,49.3167,3073,domestica 'late cultivar',516
234317,2013,269,Malus,49.3167,3073,domestica 'late cultivar',516
234318,2014,265,Malus,49.3167,3073,domestica 'late cultivar',516
234319,2015,275,Malus,49.3167,3073,domestica 'late cultivar',516
234434,2010,292,Malus,49.55,1568,domestica 'late cultivar',516
234435,2011,282,Malus,49.55,1568,domestica 'late cultivar',516
234436,2012,292,Malus,49.55,1568,domestica 'late cultivar',516
234437,2013,296,Malus,49.55,1568,domestica 'late cultivar',516
234438,2014,286,Malus,49.55,1568,domestica 'late cultivar',516
234439,2015,285,Malus,49.55,1568,domestica 'late cultivar',516
234504,2011,283,Malus,47.7333,1189,domestica 'late cultivar',516
234505,2012,284,Malus,47.7333,1189,domestica 'late cultivar',516
234506,2013,292,Malus,47.7333,1189,domestica 'late cultivar',516
234507,2014,293,Malus,47.7333,1189,domestica 'late cultivar',516
234508,2015,288,Malus,47.7333,1189,domestica 'late cultivar',516
234688,2010,285,Malus,53.7167,1427,domestica 'late cultivar',516
234689,2011,287,Malus,53.7167,1427,domestica 'late cultivar',516
234690,2012,285,Malus,53.7167,1427,domestica 'late cultivar',516
234691,2013,292,Malus,53.7167,1427,domestica 'late cultivar',516
234692,2014,284,Malus,53.7167,1427,domestica 'late cultivar',516
234693,2015,297,Malus,53.7167,1427,domestica 'late cultivar',516
235317,2010,295,Malus,49.2167,2336,domestica 'late cultivar',516
235318,2011,276,Malus,49.2167,2336,domestica 'late cultivar',516
235319,2012,276,Malus,49.2167,2336,domestica 'late cultivar',516
235320,2013,283,Malus,49.2167,2336,domestica 'late cultivar',516
235321,2014,272,Malus,49.2167,2336,domestica 'late cultivar',516
235322,2015,283,Malus,49.2167,2336,domestica 'late cultivar',516
235396,2010,293,Malus,49.5333,1357,domestica 'late cultivar',516
235397,2011,281,Malus,49.5333,1357,domestica 'late cultivar',516
235398,2012,300,Malus,49.5333,1357,domestica 'late cultivar',516
235399,2013,311,Malus,49.5333,1357,domestica 'late cultivar',516
235657,2010,291,Malus,54.1,1323,domestica 'late cultivar',516
235658,2011,286,Malus,54.1,1323,domestica 'late cultivar',516
235659,2012,297,Malus,54.1,1323,domestica 'late cultivar',516
235660,2013,294,Malus,54.1,1323,domestica 'late cultivar',516
235661,2014,276,Malus,54.1,1323,domestica 'late cultivar',516
235662,2015,278,Malus,54.1,1323,domestica 'late cultivar',516
236030,2010,289,Malus,48.05,1450,domestica 'late cultivar',516
236031,2011,292,Malus,48.05,1450,domestica 'late cultivar',516
236083,2010,291,Malus,54.1667,767,domestica 'late cultivar',516
236084,2011,270,Malus,54.1667,767,domestica 'late cultivar',516
236085,2012,274,Malus,54.1667,767,domestica 'late cultivar',516
236086,2013,282,Malus,54.1667,767,domestica 'late cultivar',516
236087,2014,272,Malus,54.1667,767,domestica 'late cultivar',516
236088,2015,285,Malus,54.1667,767,domestica 'late cultivar',516
236282,2010,258,Malus,53.5833,1175,domestica 'late cultivar',516
236283,2011,253,Malus,53.5833,1175,domestica 'late cultivar',516
236284,2012,271,Malus,53.5833,1175,domestica 'late cultivar',516
236285,2013,268,Malus,53.5833,1175,domestica 'late cultivar',516
236286,2014,254,Malus,53.5833,1175,domestica 'late cultivar',516
236287,2015,267,Malus,53.5833,1175,domestica 'late cultivar',516
236585,2010,291,Malus,49.1333,1452,domestica 'late cultivar',516
236586,2011,282,Malus,49.1333,1452,domestica 'late cultivar',516
236587,2012,288,Malus,49.1333,1452,domestica 'late cultivar',516
236588,2013,286,Malus,49.1333,1452,domestica 'late cultivar',516
236589,2014,283,Malus,49.1333,1452,domestica 'late cultivar',516
236590,2015,281,Malus,49.1333,1452,domestica 'late cultivar',516
236748,2010,288,Malus,48.4,814,domestica 'late cultivar',516
236749,2011,201,Malus,48.4,814,domestica 'late cultivar',516
236750,2012,279,Malus,48.4,814,domestica 'late cultivar',516
236751,2013,298,Malus,48.4,814,domestica 'late cultivar',516
236752,2014,282,Malus,48.4,814,domestica 'late cultivar',516
236753,2015,283,Malus,48.4,814,domestica 'late cultivar',516
236800,2010,275,Malus,49.3167,1217,domestica 'late cultivar',516
236801,2012,275,Malus,49.3167,1217,domestica 'late cultivar',516
236802,2013,278,Malus,49.3167,1217,domestica 'late cultivar',516
236803,2014,272,Malus,49.3167,1217,domestica 'late cultivar',516
236804,2015,277,Malus,49.3167,1217,domestica 'late cultivar',516
236872,2010,292,Malus,49.8333,1308,domestica 'late cultivar',516
236873,2011,295,Malus,49.8333,1308,domestica 'late cultivar',516
236874,2012,301,Malus,49.8333,1308,domestica 'late cultivar',516
236875,2013,293,Malus,49.8333,1308,domestica 'late cultivar',516
236876,2015,290,Malus,49.8333,1308,domestica 'late cultivar',516
236925,2010,285,Malus,48.9,2287,domestica 'late cultivar',516
236926,2011,287,Malus,48.9,2287,domestica 'late cultivar',516
236927,2012,288,Malus,48.9,2287,domestica 'late cultivar',516
236928,2015,279,Malus,48.9,2287,domestica 'late cultivar',516
236972,2010,286,Malus,50.3167,1276,domestica 'late cultivar',516
236973,2011,293,Malus,50.3167,1276,domestica 'late cultivar',516
236974,2012,293,Malus,50.3167,1276,domestica 'late cultivar',516
236975,2013,278,Malus,50.3167,1276,domestica 'late cultivar',516
236976,2014,273,Malus,50.3167,1276,domestica 'late cultivar',516
236977,2015,276,Malus,50.3167,1276,domestica 'late cultivar',516
237245,2010,274,Malus,48.6167,801,domestica 'late cultivar',516
237246,2011,279,Malus,48.6167,801,domestica 'late cultivar',516
237247,2012,286,Malus,48.6167,801,domestica 'late cultivar',516
237248,2013,281,Malus,48.6167,801,domestica 'late cultivar',516
237249,2014,272,Malus,48.6167,801,domestica 'late cultivar',516
237250,2015,283,Malus,48.6167,801,domestica 'late cultivar',516
237277,2011,253,Malus,47.6167,1814,domestica 'late cultivar',516
237278,2012,266,Malus,47.6167,1814,domestica 'late cultivar',516
237279,2013,273,Malus,47.6167,1814,domestica 'late cultivar',516
237280,2014,258,Malus,47.6167,1814,domestica 'late cultivar',516
237558,2010,274,Malus,50.2,1001,domestica 'late cultivar',516
237559,2011,277,Malus,50.2,1001,domestica 'late cultivar',516
237560,2012,279,Malus,50.2,1001,domestica 'late cultivar',516
237561,2013,283,Malus,50.2,1001,domestica 'late cultivar',516
237562,2014,281,Malus,50.2,1001,domestica 'late cultivar',516
237563,2015,281,Malus,50.2,1001,domestica 'late cultivar',516
237673,2010,278,Malus,48.6333,1699,domestica 'late cultivar',516
237674,2011,269,Malus,48.6333,1699,domestica 'late cultivar',516
237675,2012,295,Malus,48.6333,1699,domestica 'late cultivar',516
237676,2013,299,Malus,48.6333,1699,domestica 'late cultivar',516
237677,2014,274,Malus,48.6333,1699,domestica 'late cultivar',516
237678,2015,283,Malus,48.6333,1699,domestica 'late cultivar',516
237875,2015,272,Malus,47.8833,796,domestica 'late cultivar',516
237982,2010,288,Malus,49.7167,989,domestica 'late cultivar',516
237983,2011,276,Malus,49.7167,989,domestica 'late cultivar',516
237984,2012,287,Malus,49.7167,989,domestica 'late cultivar',516
237985,2013,292,Malus,49.7167,989,domestica 'late cultivar',516
237986,2014,290,Malus,49.7167,989,domestica 'late cultivar',516
238108,2010,277,Malus,49.25,3536,domestica 'late cultivar',516
238109,2011,277,Malus,49.25,3536,domestica 'late cultivar',516
238110,2012,283,Malus,49.25,3536,domestica 'late cultivar',516
238111,2013,291,Malus,49.25,3536,domestica 'late cultivar',516
238112,2014,278,Malus,49.25,3536,domestica 'late cultivar',516
238188,2010,288,Malus,47.8167,1311,domestica 'late cultivar',516
238189,2011,283,Malus,47.8167,1311,domestica 'late cultivar',516
238190,2012,280,Malus,47.8167,1311,domestica 'late cultivar',516
238315,2010,292,Malus,47.5667,2349,domestica 'late cultivar',516
238316,2011,282,Malus,47.5667,2349,domestica 'late cultivar',516
238317,2012,273,Malus,47.5667,2349,domestica 'late cultivar',516
238318,2013,282,Malus,47.5667,2349,domestica 'late cultivar',516
238319,2014,278,Malus,47.5667,2349,domestica 'late cultivar',516
238320,2015,272,Malus,47.5667,2349,domestica 'late cultivar',516
238346,2010,298,Malus,47.7167,6114,domestica 'late cultivar',516
238347,2011,293,Malus,47.7167,6114,domestica 'late cultivar',516
238348,2012,294,Malus,47.7167,6114,domestica 'late cultivar',516
238349,2013,290,Malus,47.7167,6114,domestica 'late cultivar',516
238350,2014,288,Malus,47.7167,6114,domestica 'late cultivar',516
238351,2015,285,Malus,47.7167,6114,domestica 'late cultivar',516
238736,2012,282,Malus,47.7833,3036,domestica 'late cultivar',516
238737,2013,281,Malus,47.7833,3036,domestica 'late cultivar',516
238738,2014,275,Malus,47.7833,3036,domestica 'late cultivar',516
238739,2015,263,Malus,47.7833,3036,domestica 'late cultivar',516
238783,2010,292,Malus,49.1,1239,domestica 'late cultivar',516
238784,2011,274,Malus,49.1,1239,domestica 'late cultivar',516
238785,2012,293,Malus,49.1,1239,domestica 'late cultivar',516
238786,2013,286,Malus,49.1,1239,domestica 'late cultivar',516
238787,2014,274,Malus,49.1,1239,domestica 'late cultivar',516
238788,2015,279,Malus,49.1,1239,domestica 'late cultivar',516
238857,2010,264,Malus,54.3167,1219,domestica 'late cultivar',516
238858,2012,274,Malus,54.3167,1219,domestica 'late cultivar',516
238859,2013,276,Malus,54.3167,1219,domestica 'late cultivar',516
238860,2014,285,Malus,54.3167,1219,domestica 'late cultivar',516
238861,2015,280,Malus,54.3167,1219,domestica 'late cultivar',516
239040,2010,263,Malus,50.4833,843,domestica 'late cultivar',516
239041,2011,267,Malus,50.4833,843,domestica 'late cultivar',516
239042,2012,260,Malus,50.4833,843,domestica 'late cultivar',516
239043,2013,266,Malus,50.4833,843,domestica 'late cultivar',516
239092,2010,272,Malus,49.0167,713,domestica 'late cultivar',516
239093,2011,292,Malus,49.0167,713,domestica 'late cultivar',516
