,year,doy,species,latitude,site_id,species_actual,phenophase
83425,2011,209,Malus,50.9667,4907,domestica 'early cultivar',516
83426,2012,220,Malus,50.9667,4907,domestica 'early cultivar',516
83427,2014,213,Malus,50.9667,4907,domestica 'early cultivar',516
83428,2015,221,Malus,50.9667,4907,domestica 'early cultivar',516
83538,2011,264,Malus,50.7833,4918,domestica 'early cultivar',516
83551,2014,205,Malus,53.35,4921,domestica 'early cultivar',516
83569,2010,217,Malus,48.0833,4922,domestica 'early cultivar',516
83570,2011,222,Malus,48.0833,4922,domestica 'early cultivar',516
83571,2012,216,Malus,48.0833,4922,domestica 'early cultivar',516
83572,2013,215,Malus,48.0833,4922,domestica 'early cultivar',516
83573,2014,209,Malus,48.0833,4922,domestica 'early cultivar',516
83663,2010,212,Malus,53.9833,4927,domestica 'early cultivar',516
83664,2011,206,Malus,53.9833,4927,domestica 'early cultivar',516
83665,2012,204,Malus,53.9833,4927,domestica 'early cultivar',516
83666,2013,215,Malus,53.9833,4927,domestica 'early cultivar',516
83667,2014,199,Malus,53.9833,4927,domestica 'early cultivar',516
83668,2015,214,Malus,53.9833,4927,domestica 'early cultivar',516
83732,2010,228,Malus,49.9833,4932,domestica 'early cultivar',516
83733,2011,220,Malus,49.9833,4932,domestica 'early cultivar',516
83734,2012,222,Malus,49.9833,4932,domestica 'early cultivar',516
83735,2013,224,Malus,49.9833,4932,domestica 'early cultivar',516
83736,2014,201,Malus,49.9833,4932,domestica 'early cultivar',516
83737,2015,206,Malus,49.9833,4932,domestica 'early cultivar',516
83775,2010,220,Malus,51.4,4939,domestica 'early cultivar',516
83776,2011,214,Malus,51.4,4939,domestica 'early cultivar',516
83777,2012,194,Malus,51.4,4939,domestica 'early cultivar',516
83778,2013,219,Malus,51.4,4939,domestica 'early cultivar',516
83779,2014,210,Malus,51.4,4939,domestica 'early cultivar',516
83780,2015,213,Malus,51.4,4939,domestica 'early cultivar',516
83799,2010,211,Malus,48.2833,4940,domestica 'early cultivar',516
83894,2010,240,Malus,54.55,4949,domestica 'early cultivar',516
83895,2011,219,Malus,54.55,4949,domestica 'early cultivar',516
83896,2012,221,Malus,54.55,4949,domestica 'early cultivar',516
83897,2013,242,Malus,54.55,4949,domestica 'early cultivar',516
83898,2014,241,Malus,54.55,4949,domestica 'early cultivar',516
83899,2015,231,Malus,54.55,4949,domestica 'early cultivar',516
83961,2010,220,Malus,48.1833,4952,domestica 'early cultivar',516
83962,2011,206,Malus,48.1833,4952,domestica 'early cultivar',516
83963,2012,218,Malus,48.1833,4952,domestica 'early cultivar',516
84133,2010,232,Malus,50.5667,3714,domestica 'early cultivar',516
84134,2011,222,Malus,50.5667,3714,domestica 'early cultivar',516
84136,2013,233,Malus,50.5667,3714,domestica 'early cultivar',516
84137,2014,228,Malus,50.5667,3714,domestica 'early cultivar',516
84138,2015,229,Malus,50.5667,3714,domestica 'early cultivar',516
84298,2010,222,Malus,51.0167,4978,domestica 'early cultivar',516
84299,2011,210,Malus,51.0167,4978,domestica 'early cultivar',516
84300,2012,209,Malus,51.0167,4978,domestica 'early cultivar',516
84301,2013,238,Malus,51.0167,4978,domestica 'early cultivar',516
84302,2014,209,Malus,51.0167,4978,domestica 'early cultivar',516
84303,2015,236,Malus,51.0167,4978,domestica 'early cultivar',516
84357,2010,235,Malus,49.9667,4981,domestica 'early cultivar',516
84358,2011,209,Malus,49.9667,4981,domestica 'early cultivar',516
84359,2012,215,Malus,49.9667,4981,domestica 'early cultivar',516
84360,2013,231,Malus,49.9667,4981,domestica 'early cultivar',516
84361,2014,191,Malus,49.9667,4981,domestica 'early cultivar',516
84362,2015,208,Malus,49.9667,4981,domestica 'early cultivar',516
84497,2010,222,Malus,52.6833,4991,domestica 'early cultivar',516
84498,2011,207,Malus,52.6833,4991,domestica 'early cultivar',516
84499,2012,232,Malus,52.6833,4991,domestica 'early cultivar',516
84500,2013,237,Malus,52.6833,4991,domestica 'early cultivar',516
84501,2014,231,Malus,52.6833,4991,domestica 'early cultivar',516
84502,2015,214,Malus,52.6833,4991,domestica 'early cultivar',516
84603,2010,224,Malus,50.15,4999,domestica 'early cultivar',516
84604,2011,211,Malus,50.15,4999,domestica 'early cultivar',516
84605,2012,211,Malus,50.15,4999,domestica 'early cultivar',516
84606,2013,231,Malus,50.15,4999,domestica 'early cultivar',516
84607,2014,203,Malus,50.15,4999,domestica 'early cultivar',516
84608,2015,220,Malus,50.15,4999,domestica 'early cultivar',516
84647,2010,219,Malus,52.0667,5001,domestica 'early cultivar',516
84648,2011,203,Malus,52.0667,5001,domestica 'early cultivar',516
84649,2012,233,Malus,52.0667,5001,domestica 'early cultivar',516
84710,2010,209,Malus,51.2167,3595,domestica 'early cultivar',516
84711,2011,195,Malus,51.2167,3595,domestica 'early cultivar',516
84712,2015,202,Malus,51.2167,3595,domestica 'early cultivar',516
84788,2010,243,Malus,52.4167,5008,domestica 'early cultivar',516
84789,2011,235,Malus,52.4167,5008,domestica 'early cultivar',516
84790,2012,240,Malus,52.4167,5008,domestica 'early cultivar',516
84791,2013,242,Malus,52.4167,5008,domestica 'early cultivar',516
84792,2014,213,Malus,52.4167,5008,domestica 'early cultivar',516
84793,2015,214,Malus,52.4167,5008,domestica 'early cultivar',516
84885,2010,223,Malus,52.9333,5011,domestica 'early cultivar',516
84886,2011,201,Malus,52.9333,5011,domestica 'early cultivar',516
84887,2012,209,Malus,52.9333,5011,domestica 'early cultivar',516
84888,2013,219,Malus,52.9333,5011,domestica 'early cultivar',516
84889,2014,211,Malus,52.9333,5011,domestica 'early cultivar',516
84890,2015,219,Malus,52.9333,5011,domestica 'early cultivar',516
84955,2010,223,Malus,51.3,5013,domestica 'early cultivar',516
85154,2010,239,Malus,52.5,5023,domestica 'early cultivar',516
85155,2011,228,Malus,52.5,5023,domestica 'early cultivar',516
85156,2012,231,Malus,52.5,5023,domestica 'early cultivar',516
85157,2013,252,Malus,52.5,5023,domestica 'early cultivar',516
85158,2014,227,Malus,52.5,5023,domestica 'early cultivar',516
85159,2015,226,Malus,52.5,5023,domestica 'early cultivar',516
85189,2010,208,Malus,49.2833,5024,domestica 'early cultivar',516
85190,2011,185,Malus,49.2833,5024,domestica 'early cultivar',516
85191,2013,225,Malus,49.2833,5024,domestica 'early cultivar',516
85192,2014,185,Malus,49.2833,5024,domestica 'early cultivar',516
85193,2015,204,Malus,49.2833,5024,domestica 'early cultivar',516
85269,2010,211,Malus,52.2167,5028,domestica 'early cultivar',516
85359,2010,255,Malus,51.15,5032,domestica 'early cultivar',516
85360,2011,244,Malus,51.15,5032,domestica 'early cultivar',516
85361,2012,243,Malus,51.15,5032,domestica 'early cultivar',516
85362,2013,246,Malus,51.15,5032,domestica 'early cultivar',516
85363,2014,247,Malus,51.15,5032,domestica 'early cultivar',516
85364,2015,244,Malus,51.15,5032,domestica 'early cultivar',516
85450,2010,278,Malus,50.9667,5036,domestica 'early cultivar',516
85451,2011,222,Malus,50.9667,5036,domestica 'early cultivar',516
85452,2012,207,Malus,50.9667,5036,domestica 'early cultivar',516
85507,2010,265,Malus,53.6833,5042,domestica 'early cultivar',516
85508,2011,245,Malus,53.6833,5042,domestica 'early cultivar',516
85509,2012,244,Malus,53.6833,5042,domestica 'early cultivar',516
85510,2013,248,Malus,53.6833,5042,domestica 'early cultivar',516
85511,2014,226,Malus,53.6833,5042,domestica 'early cultivar',516
85512,2015,249,Malus,53.6833,5042,domestica 'early cultivar',516
85614,2011,258,Malus,51.3667,5051,domestica 'early cultivar',516
85615,2013,267,Malus,51.3667,5051,domestica 'early cultivar',516
85718,2011,230,Malus,47.6,5058,domestica 'early cultivar',516
85719,2012,222,Malus,47.6,5058,domestica 'early cultivar',516
85720,2014,234,Malus,47.6,5058,domestica 'early cultivar',516
85749,2011,216,Malus,51.8333,5062,domestica 'early cultivar',516
85750,2012,218,Malus,51.8333,5062,domestica 'early cultivar',516
85751,2013,223,Malus,51.8333,5062,domestica 'early cultivar',516
85752,2014,210,Malus,51.8333,5062,domestica 'early cultivar',516
85753,2015,218,Malus,51.8333,5062,domestica 'early cultivar',516
85771,2011,217,Malus,51.7333,5063,domestica 'early cultivar',516
85772,2012,203,Malus,51.7333,5063,domestica 'early cultivar',516
85773,2013,233,Malus,51.7333,5063,domestica 'early cultivar',516
85774,2014,206,Malus,51.7333,5063,domestica 'early cultivar',516
85845,2010,213,Malus,51.7333,5067,domestica 'early cultivar',516
85846,2011,211,Malus,51.7333,5067,domestica 'early cultivar',516
85847,2012,213,Malus,51.7333,5067,domestica 'early cultivar',516
85848,2013,214,Malus,51.7333,5067,domestica 'early cultivar',516
85849,2014,209,Malus,51.7333,5067,domestica 'early cultivar',516
85850,2015,210,Malus,51.7333,5067,domestica 'early cultivar',516
85882,2010,198,Malus,51.15,5068,domestica 'early cultivar',516
85883,2011,196,Malus,51.15,5068,domestica 'early cultivar',516
85884,2012,206,Malus,51.15,5068,domestica 'early cultivar',516
85885,2013,219,Malus,51.15,5068,domestica 'early cultivar',516
85886,2014,193,Malus,51.15,5068,domestica 'early cultivar',516
85887,2015,199,Malus,51.15,5068,domestica 'early cultivar',516
86016,2010,200,Malus,48.5333,5077,domestica 'early cultivar',516
86017,2011,193,Malus,48.5333,5077,domestica 'early cultivar',516
86018,2012,195,Malus,48.5333,5077,domestica 'early cultivar',516
86019,2013,204,Malus,48.5333,5077,domestica 'early cultivar',516
86020,2014,201,Malus,48.5333,5077,domestica 'early cultivar',516
86021,2015,190,Malus,48.5333,5077,domestica 'early cultivar',516
86127,2011,234,Malus,47.6667,5082,domestica 'early cultivar',516
86128,2012,239,Malus,47.6667,5082,domestica 'early cultivar',516
86129,2013,242,Malus,47.6667,5082,domestica 'early cultivar',516
86130,2014,223,Malus,47.6667,5082,domestica 'early cultivar',516
86131,2015,212,Malus,47.6667,5082,domestica 'early cultivar',516
86351,2014,204,Malus,51.05,5097,domestica 'early cultivar',516
86352,2015,209,Malus,51.05,5097,domestica 'early cultivar',516
86386,2010,210,Malus,52.65,5098,domestica 'early cultivar',516
86387,2011,209,Malus,52.65,5098,domestica 'early cultivar',516
86388,2012,212,Malus,52.65,5098,domestica 'early cultivar',516
86389,2013,211,Malus,52.65,5098,domestica 'early cultivar',516
86390,2014,199,Malus,52.65,5098,domestica 'early cultivar',516
86391,2015,212,Malus,52.65,5098,domestica 'early cultivar',516
86442,2011,216,Malus,53.0,5104,domestica 'early cultivar',516
86443,2012,214,Malus,53.0,5104,domestica 'early cultivar',516
86519,2011,219,Malus,50.9833,5111,domestica 'early cultivar',516
86520,2012,222,Malus,50.9833,5111,domestica 'early cultivar',516
86521,2013,226,Malus,50.9833,5111,domestica 'early cultivar',516
86522,2015,223,Malus,50.9833,5111,domestica 'early cultivar',516
86543,2011,245,Malus,49.5333,5112,domestica 'early cultivar',516
86544,2012,221,Malus,49.5333,5112,domestica 'early cultivar',516
86545,2014,223,Malus,49.5333,5112,domestica 'early cultivar',516
86546,2015,229,Malus,49.5333,5112,domestica 'early cultivar',516
86583,2010,242,Malus,48.65,5115,domestica 'early cultivar',516
86706,2014,235,Malus,49.95,5122,domestica 'early cultivar',516
86707,2015,218,Malus,49.95,5122,domestica 'early cultivar',516
86763,2011,234,Malus,54.0833,5127,domestica 'early cultivar',516
86764,2012,224,Malus,54.0833,5127,domestica 'early cultivar',516
86765,2013,225,Malus,54.0833,5127,domestica 'early cultivar',516
86780,2012,207,Malus,48.7167,5130,domestica 'early cultivar',516
86781,2013,213,Malus,48.7167,5130,domestica 'early cultivar',516
86782,2014,210,Malus,48.7167,5130,domestica 'early cultivar',516
86783,2015,204,Malus,48.7167,5130,domestica 'early cultivar',516
86891,2010,230,Malus,47.6333,5138,domestica 'early cultivar',516
86892,2011,230,Malus,47.6333,5138,domestica 'early cultivar',516
86893,2012,240,Malus,47.6333,5138,domestica 'early cultivar',516
86894,2013,211,Malus,47.6333,5138,domestica 'early cultivar',516
86895,2014,242,Malus,47.6333,5138,domestica 'early cultivar',516
86896,2015,216,Malus,47.6333,5138,domestica 'early cultivar',516
86997,2013,231,Malus,48.3667,5144,domestica 'early cultivar',516
86998,2014,210,Malus,48.3667,5144,domestica 'early cultivar',516
86999,2015,216,Malus,48.3667,5144,domestica 'early cultivar',516
87058,2010,217,Malus,50.2833,5149,domestica 'early cultivar',516
87059,2011,223,Malus,50.2833,5149,domestica 'early cultivar',516
87060,2012,241,Malus,50.2833,5149,domestica 'early cultivar',516
87061,2013,238,Malus,50.2833,5149,domestica 'early cultivar',516
87062,2014,217,Malus,50.2833,5149,domestica 'early cultivar',516
87063,2015,222,Malus,50.2833,5149,domestica 'early cultivar',516
87129,2010,220,Malus,50.4333,5155,domestica 'early cultivar',516
87130,2011,216,Malus,50.4333,5155,domestica 'early cultivar',516
87131,2015,223,Malus,50.4333,5155,domestica 'early cultivar',516
87270,2010,217,Malus,49.1667,5163,domestica 'early cultivar',516
87271,2011,218,Malus,49.1667,5163,domestica 'early cultivar',516
87272,2012,216,Malus,49.1667,5163,domestica 'early cultivar',516
87273,2013,212,Malus,49.1667,5163,domestica 'early cultivar',516
87274,2014,209,Malus,49.1667,5163,domestica 'early cultivar',516
87275,2015,207,Malus,49.1667,5163,domestica 'early cultivar',516
87326,2010,206,Malus,50.8833,5166,domestica 'early cultivar',516
87327,2011,206,Malus,50.8833,5166,domestica 'early cultivar',516
87328,2012,203,Malus,50.8833,5166,domestica 'early cultivar',516
87329,2013,220,Malus,50.8833,5166,domestica 'early cultivar',516
87330,2014,198,Malus,50.8833,5166,domestica 'early cultivar',516
87331,2015,216,Malus,50.8833,5166,domestica 'early cultivar',516
87402,2010,205,Malus,48.9167,5169,domestica 'early cultivar',516
87403,2011,197,Malus,48.9167,5169,domestica 'early cultivar',516
87404,2012,202,Malus,48.9167,5169,domestica 'early cultivar',516
87405,2013,220,Malus,48.9167,5169,domestica 'early cultivar',516
87406,2014,195,Malus,48.9167,5169,domestica 'early cultivar',516
87407,2015,205,Malus,48.9167,5169,domestica 'early cultivar',516
87628,2011,184,Malus,50.85,5185,domestica 'early cultivar',516
87629,2014,192,Malus,50.85,5185,domestica 'early cultivar',516
87630,2015,204,Malus,50.85,5185,domestica 'early cultivar',516
87691,2011,201,Malus,51.1833,5193,domestica 'early cultivar',516
87692,2012,206,Malus,51.1833,5193,domestica 'early cultivar',516
87693,2013,222,Malus,51.1833,5193,domestica 'early cultivar',516
87694,2014,213,Malus,51.1833,5193,domestica 'early cultivar',516
87695,2015,210,Malus,51.1833,5193,domestica 'early cultivar',516
87736,2010,222,Malus,51.1,5196,domestica 'early cultivar',516
87737,2011,221,Malus,51.1,5196,domestica 'early cultivar',516
87738,2012,208,Malus,51.1,5196,domestica 'early cultivar',516
87739,2013,217,Malus,51.1,5196,domestica 'early cultivar',516
87740,2014,199,Malus,51.1,5196,domestica 'early cultivar',516
87741,2015,196,Malus,51.1,5196,domestica 'early cultivar',516
87841,2010,224,Malus,51.3,5205,domestica 'early cultivar',516
87842,2011,209,Malus,51.3,5205,domestica 'early cultivar',516
87876,2010,197,Malus,51.1333,5207,domestica 'early cultivar',516
87877,2011,196,Malus,51.1333,5207,domestica 'early cultivar',516
87878,2012,196,Malus,51.1333,5207,domestica 'early cultivar',516
87879,2013,219,Malus,51.1333,5207,domestica 'early cultivar',516
87986,2010,216,Malus,52.8167,5213,domestica 'early cultivar',516
87987,2011,211,Malus,52.8167,5213,domestica 'early cultivar',516
87988,2012,214,Malus,52.8167,5213,domestica 'early cultivar',516
87989,2013,219,Malus,52.8167,5213,domestica 'early cultivar',516
87990,2014,210,Malus,52.8167,5213,domestica 'early cultivar',516
87991,2015,215,Malus,52.8167,5213,domestica 'early cultivar',516
88138,2011,258,Malus,51.1167,5227,domestica 'early cultivar',516
88139,2015,248,Malus,51.1167,5227,domestica 'early cultivar',516
88171,2011,232,Malus,48.7167,5231,domestica 'early cultivar',516
88172,2012,224,Malus,48.7167,5231,domestica 'early cultivar',516
88173,2013,237,Malus,48.7167,5231,domestica 'early cultivar',516
88174,2014,213,Malus,48.7167,5231,domestica 'early cultivar',516
88175,2015,225,Malus,48.7167,5231,domestica 'early cultivar',516
88234,2010,206,Malus,52.2333,5234,domestica 'early cultivar',516
88235,2011,183,Malus,52.2333,5234,domestica 'early cultivar',516
88236,2012,206,Malus,52.2333,5234,domestica 'early cultivar',516
88237,2014,214,Malus,52.2333,5234,domestica 'early cultivar',516
88238,2015,214,Malus,52.2333,5234,domestica 'early cultivar',516
88298,2010,222,Malus,50.2833,5237,domestica 'early cultivar',516
88299,2011,219,Malus,50.2833,5237,domestica 'early cultivar',516
88300,2012,232,Malus,50.2833,5237,domestica 'early cultivar',516
88301,2013,245,Malus,50.2833,5237,domestica 'early cultivar',516
88302,2014,232,Malus,50.2833,5237,domestica 'early cultivar',516
88385,2010,223,Malus,51.6167,5241,domestica 'early cultivar',516
88386,2011,208,Malus,51.6167,5241,domestica 'early cultivar',516
88387,2012,221,Malus,51.6167,5241,domestica 'early cultivar',516
88388,2013,207,Malus,51.6167,5241,domestica 'early cultivar',516
88389,2014,206,Malus,51.6167,5241,domestica 'early cultivar',516
88390,2015,209,Malus,51.6167,5241,domestica 'early cultivar',516
88473,2010,175,Malus,47.9,5246,domestica 'early cultivar',516
88474,2011,175,Malus,47.9,5246,domestica 'early cultivar',516
88598,2011,204,Malus,49.5667,5257,domestica 'early cultivar',516
88599,2013,222,Malus,49.5667,5257,domestica 'early cultivar',516
88600,2014,202,Malus,49.5667,5257,domestica 'early cultivar',516
88601,2015,205,Malus,49.5667,5257,domestica 'early cultivar',516
88675,2014,221,Malus,51.1333,5264,domestica 'early cultivar',516
88807,2010,207,Malus,52.3833,5275,domestica 'early cultivar',516
88808,2011,207,Malus,52.3833,5275,domestica 'early cultivar',516
88809,2012,218,Malus,52.3833,5275,domestica 'early cultivar',516
88810,2013,222,Malus,52.3833,5275,domestica 'early cultivar',516
88811,2014,210,Malus,52.3833,5275,domestica 'early cultivar',516
89001,2010,203,Malus,48.5833,5285,domestica 'early cultivar',516
89057,2010,223,Malus,50.8667,5288,domestica 'early cultivar',516
89058,2011,223,Malus,50.8667,5288,domestica 'early cultivar',516
89059,2012,221,Malus,50.8667,5288,domestica 'early cultivar',516
89060,2013,229,Malus,50.8667,5288,domestica 'early cultivar',516
89061,2014,222,Malus,50.8667,5288,domestica 'early cultivar',516
89062,2015,220,Malus,50.8667,5288,domestica 'early cultivar',516
89102,2010,200,Malus,47.75,5290,domestica 'early cultivar',516
89103,2011,197,Malus,47.75,5290,domestica 'early cultivar',516
89104,2012,194,Malus,47.75,5290,domestica 'early cultivar',516
89105,2013,214,Malus,47.75,5290,domestica 'early cultivar',516
89106,2014,205,Malus,47.75,5290,domestica 'early cultivar',516
89107,2015,198,Malus,47.75,5290,domestica 'early cultivar',516
89143,2011,227,Malus,52.6667,5291,domestica 'early cultivar',516
89144,2012,229,Malus,52.6667,5291,domestica 'early cultivar',516
89145,2013,248,Malus,52.6667,5291,domestica 'early cultivar',516
89146,2014,218,Malus,52.6667,5291,domestica 'early cultivar',516
89147,2015,234,Malus,52.6667,5291,domestica 'early cultivar',516
89222,2010,206,Malus,53.45,5296,domestica 'early cultivar',516
89223,2011,192,Malus,53.45,5296,domestica 'early cultivar',516
89224,2012,204,Malus,53.45,5296,domestica 'early cultivar',516
89225,2013,206,Malus,53.45,5296,domestica 'early cultivar',516
89226,2014,191,Malus,53.45,5296,domestica 'early cultivar',516
89227,2015,213,Malus,53.45,5296,domestica 'early cultivar',516
89273,2010,210,Malus,52.4,5298,domestica 'early cultivar',516
89274,2011,210,Malus,52.4,5298,domestica 'early cultivar',516
89275,2012,209,Malus,52.4,5298,domestica 'early cultivar',516
89276,2013,217,Malus,52.4,5298,domestica 'early cultivar',516
89277,2014,196,Malus,52.4,5298,domestica 'early cultivar',516
89278,2015,213,Malus,52.4,5298,domestica 'early cultivar',516
89313,2010,211,Malus,51.35,5299,domestica 'early cultivar',516
89314,2011,199,Malus,51.35,5299,domestica 'early cultivar',516
89315,2012,199,Malus,51.35,5299,domestica 'early cultivar',516
89316,2015,203,Malus,51.35,5299,domestica 'early cultivar',516
89428,2011,209,Malus,53.2,5307,domestica 'early cultivar',516
89429,2013,224,Malus,53.2,5307,domestica 'early cultivar',516
89430,2014,214,Malus,53.2,5307,domestica 'early cultivar',516
89431,2015,216,Malus,53.2,5307,domestica 'early cultivar',516
89481,2010,217,Malus,51.0667,5309,domestica 'early cultivar',516
89482,2011,259,Malus,51.0667,5309,domestica 'early cultivar',516
89532,2010,207,Malus,50.8,5311,domestica 'early cultivar',516
89533,2011,182,Malus,50.8,5311,domestica 'early cultivar',516
89534,2012,197,Malus,50.8,5311,domestica 'early cultivar',516
89535,2013,210,Malus,50.8,5311,domestica 'early cultivar',516
89536,2014,185,Malus,50.8,5311,domestica 'early cultivar',516
89537,2015,197,Malus,50.8,5311,domestica 'early cultivar',516
89776,2010,204,Malus,50.8167,5333,domestica 'early cultivar',516
89777,2011,208,Malus,50.8167,5333,domestica 'early cultivar',516
89778,2012,224,Malus,50.8167,5333,domestica 'early cultivar',516
89779,2013,222,Malus,50.8167,5333,domestica 'early cultivar',516
89780,2014,202,Malus,50.8167,5333,domestica 'early cultivar',516
89781,2015,213,Malus,50.8167,5333,domestica 'early cultivar',516
89947,2010,209,Malus,50.15,5342,domestica 'early cultivar',516
89948,2011,192,Malus,50.15,5342,domestica 'early cultivar',516
89949,2012,201,Malus,50.15,5342,domestica 'early cultivar',516
89950,2013,226,Malus,50.15,5342,domestica 'early cultivar',516
89951,2014,209,Malus,50.15,5342,domestica 'early cultivar',516
89952,2015,191,Malus,50.15,5342,domestica 'early cultivar',516
89984,2011,216,Malus,51.8667,5344,domestica 'early cultivar',516
89985,2012,231,Malus,51.8667,5344,domestica 'early cultivar',516
90038,2010,223,Malus,51.95,5346,domestica 'early cultivar',516
90039,2011,214,Malus,51.95,5346,domestica 'early cultivar',516
90040,2012,191,Malus,51.95,5346,domestica 'early cultivar',516
90041,2013,211,Malus,51.95,5346,domestica 'early cultivar',516
90042,2014,196,Malus,51.95,5346,domestica 'early cultivar',516
90043,2015,201,Malus,51.95,5346,domestica 'early cultivar',516
90071,2013,226,Malus,51.9667,5347,domestica 'early cultivar',516
90072,2015,225,Malus,51.9667,5347,domestica 'early cultivar',516
90080,2011,196,Malus,52.3,5348,domestica 'early cultivar',516
90081,2012,222,Malus,52.3,5348,domestica 'early cultivar',516
90082,2013,196,Malus,52.3,5348,domestica 'early cultivar',516
90083,2014,202,Malus,52.3,5348,domestica 'early cultivar',516
90084,2015,216,Malus,52.3,5348,domestica 'early cultivar',516
90132,2010,208,Malus,53.2667,5350,domestica 'early cultivar',516
90133,2011,205,Malus,53.2667,5350,domestica 'early cultivar',516
90134,2012,214,Malus,53.2667,5350,domestica 'early cultivar',516
90135,2013,210,Malus,53.2667,5350,domestica 'early cultivar',516
90136,2014,200,Malus,53.2667,5350,domestica 'early cultivar',516
90236,2011,201,Malus,52.4,5356,domestica 'early cultivar',516
90237,2012,211,Malus,52.4,5356,domestica 'early cultivar',516
90238,2013,211,Malus,52.4,5356,domestica 'early cultivar',516
90239,2014,199,Malus,52.4,5356,domestica 'early cultivar',516
90274,2010,196,Malus,53.0667,5358,domestica 'early cultivar',516
90275,2011,199,Malus,53.0667,5358,domestica 'early cultivar',516
90276,2012,207,Malus,53.0667,5358,domestica 'early cultivar',516
90277,2013,213,Malus,53.0667,5358,domestica 'early cultivar',516
90278,2014,205,Malus,53.0667,5358,domestica 'early cultivar',516
90279,2015,210,Malus,53.0667,5358,domestica 'early cultivar',516
90328,2010,213,Malus,48.35,5360,domestica 'early cultivar',516
90329,2011,208,Malus,48.35,5360,domestica 'early cultivar',516
90330,2012,200,Malus,48.35,5360,domestica 'early cultivar',516
90331,2013,226,Malus,48.35,5360,domestica 'early cultivar',516
90332,2014,206,Malus,48.35,5360,domestica 'early cultivar',516
90333,2015,215,Malus,48.35,5360,domestica 'early cultivar',516
90387,2010,235,Malus,52.95,5363,domestica 'early cultivar',516
90411,2010,156,Malus,52.65,5364,domestica 'early cultivar',516
90412,2014,205,Malus,52.65,5364,domestica 'early cultivar',516
90683,2010,250,Malus,50.3167,5382,domestica 'early cultivar',516
90684,2011,243,Malus,50.3167,5382,domestica 'early cultivar',516
90685,2012,236,Malus,50.3167,5382,domestica 'early cultivar',516
90686,2013,246,Malus,50.3167,5382,domestica 'early cultivar',516
90687,2014,207,Malus,50.3167,5382,domestica 'early cultivar',516
90688,2015,215,Malus,50.3167,5382,domestica 'early cultivar',516
90761,2010,226,Malus,49.8833,5388,domestica 'early cultivar',516
90762,2011,224,Malus,49.8833,5388,domestica 'early cultivar',516
90763,2012,233,Malus,49.8833,5388,domestica 'early cultivar',516
90764,2013,235,Malus,49.8833,5388,domestica 'early cultivar',516
90765,2014,225,Malus,49.8833,5388,domestica 'early cultivar',516
90766,2015,234,Malus,49.8833,5388,domestica 'early cultivar',516
90841,2010,225,Malus,48.9,5394,domestica 'early cultivar',516
90842,2011,219,Malus,48.9,5394,domestica 'early cultivar',516
90843,2012,214,Malus,48.9,5394,domestica 'early cultivar',516
90844,2013,222,Malus,48.9,5394,domestica 'early cultivar',516
90845,2014,204,Malus,48.9,5394,domestica 'early cultivar',516
90846,2015,217,Malus,48.9,5394,domestica 'early cultivar',516
90880,2010,200,Malus,51.6167,5395,domestica 'early cultivar',516
90881,2011,189,Malus,51.6167,5395,domestica 'early cultivar',516
91005,2010,222,Malus,51.5833,5404,domestica 'early cultivar',516
91006,2011,188,Malus,51.5833,5404,domestica 'early cultivar',516
91007,2012,213,Malus,51.5833,5404,domestica 'early cultivar',516
91008,2013,208,Malus,51.5833,5404,domestica 'early cultivar',516
91009,2014,213,Malus,51.5833,5404,domestica 'early cultivar',516
91010,2015,220,Malus,51.5833,5404,domestica 'early cultivar',516
91114,2010,196,Malus,49.25,5410,domestica 'early cultivar',516
91183,2010,209,Malus,52.0667,5418,domestica 'early cultivar',516
91184,2011,208,Malus,52.0667,5418,domestica 'early cultivar',516
91185,2012,209,Malus,52.0667,5418,domestica 'early cultivar',516
91186,2013,212,Malus,52.0667,5418,domestica 'early cultivar',516
91296,2010,235,Malus,51.45,5426,domestica 'early cultivar',516
91297,2011,233,Malus,51.45,5426,domestica 'early cultivar',516
91298,2012,229,Malus,51.45,5426,domestica 'early cultivar',516
91321,2010,234,Malus,48.7833,5429,domestica 'early cultivar',516
91322,2011,237,Malus,48.7833,5429,domestica 'early cultivar',516
91323,2012,222,Malus,48.7833,5429,domestica 'early cultivar',516
91324,2013,227,Malus,48.7833,5429,domestica 'early cultivar',516
91325,2014,216,Malus,48.7833,5429,domestica 'early cultivar',516
91326,2015,214,Malus,48.7833,5429,domestica 'early cultivar',516
91345,2011,209,Malus,48.3,5430,domestica 'early cultivar',516
91346,2012,215,Malus,48.3,5430,domestica 'early cultivar',516
91347,2013,227,Malus,48.3,5430,domestica 'early cultivar',516
91348,2014,212,Malus,48.3,5430,domestica 'early cultivar',516
91349,2015,215,Malus,48.3,5430,domestica 'early cultivar',516
91382,2010,222,Malus,53.4833,5432,domestica 'early cultivar',516
91383,2011,230,Malus,53.4833,5432,domestica 'early cultivar',516
91384,2012,221,Malus,53.4833,5432,domestica 'early cultivar',516
91385,2013,234,Malus,53.4833,5432,domestica 'early cultivar',516
91386,2014,194,Malus,53.4833,5432,domestica 'early cultivar',516
91387,2015,225,Malus,53.4833,5432,domestica 'early cultivar',516
91461,2010,208,Malus,50.7833,4242,domestica 'early cultivar',516
91462,2011,214,Malus,50.7833,4242,domestica 'early cultivar',516
91464,2013,224,Malus,50.7833,4242,domestica 'early cultivar',516
