type_id,count,taxonomic_rank,taxonomic_rank_name,en_name,scientific_name,scientific_synonyms
429,21,8,species,Dill,Anethum graveolens,
148,20,6,genus,Spicebush,Lindera,
498,20,6,genus,Sweetgum,Liquidambar,
2620,20,8,species,American hophornbeam,Ostrya virginiana,
321,20,8,species,Sugar sumac,Rhus ovata,
1228,20,8,species,Common yucca,Yucca filamentosa,
2369,20,8,species,Rose apple,Syzygium jambos,
336,20,8,species,Chaste tree,Vitex agnus-castus,
102,20,8,species,Bell pepper,Capsicum annuum,
968,20,8,species,Blackjack oak,Quercus marilandica,
563,20,8,species,St John's wort,Hypericum perforatum,
834,19,8,species,Wax apple,Syzygium samarangense,Eugenia javanica
77,19,8,species,Calamondin,Citrofortunella microcarpa,Citrus microcarpa
387,19,8,species,Teatree,Leptospermum scoparium,
936,19,6,genus,Pickerelweed,Pontederia,
527,19,8,species,Horseradish,Armoracia rusticana,Cochlearia armoracia
1404,19,8,species,Virginia waterleaf,Hydrophyllum virginianum,
4132,19,9,subspecies,Ornamental pomegranate,Punica granatum,
466,19,8,species,Curry tree,Murraya koenigii,
772,19,6,genus,Aloe,Aloe,
312,19,8,species,Rose of sharon,Hibiscus syriacus,Hibiscus syriaca
1013,19,8,species,Japanese maple,Acer palmatum,
4989,19,9,subspecies,Purple-leaf plum,Prunus cerasifera,
608,19,9,subspecies,Sea beet,Beta vulgaris subsp. maritima,
2006,19,8,species,Wild apple,Malus sieversii,
779,19,7,multispecies,Black morel,Morchella,
308,19,8,species,Key lime,Citrus x aurantiifolia,"Citrus x aurantifolia, Citrus x aurantilifolia"
1544,19,7,multispecies,Cottonwood,Populus sect. Aigeiros,
410,19,8,species,Common whitebeam,Sorbus aria,
1005,18,8,species,Water oak,Quercus nigra,
609,18,6,genus,Silverberry,Elaeagnus,
160,18,7,multispecies,Plantain,Musa,
2292,18,8,species,European spindle,Euonymus europaeus,
946,18,8,species,Roughleaf dogwood,Cornus drummondii,
201,18,6,genus,Echinacea,Echinacea,
210,18,6,genus,Dock,Rumex,
3177,18,9,subspecies,Honeycrisp apple,Malus pumila 'Honeycrisp',Malus domestica 'Honeycrisp'
2313,18,8,species,London plane,Platanus x acerifolia,"Platanus x hispanica, Platanus x hybrida"
988,18,8,species,Carolina cherry laurel,Prunus caroliniana,
863,18,7,multispecies,Rose apple,Syzygium,
425,18,8,species,Lingonberry,Vaccinium vitis-idaea,
2777,18,8,species,Chili pepper,Capsicum frutescens,
416,18,8,species,Chinese crabapple,Malus hupehensis,
384,18,0,polyphyletic,Nut tree,Plantae,
1215,18,8,species,Banana yucca,Yucca baccata,
2467,18,6,genus,Flowering quince,Chaenomeles,
415,18,8,species,Nannyberry,Viburnum lentago,
887,17,8,species,Common bird's-foot trefoil,Lotus corniculatus,
1145,17,8,species,Chinese hibiscus,Hibiscus rosa-sinensis,
1179,17,8,species,Cherry birch,Betula lenta,
1130,17,8,species,Moreton bay fig,Ficus macrophylla,
129,17,8,species,Cork oak,Quercus suber,
2564,17,8,species,Malay rose apple,Syzygium malaccense,
1614,17,8,species,Blue cohosh,Caulophyllum thalictroides,
2272,17,8,species,Grey alder,Alnus incana,"Alnus hirsuta, Alnus rugosa"
6120,17,8,species,common mugwort,Artemisia vulgaris,
708,17,8,species,Sapodilla,Manilkara zapota,
164,17,6,genus,Elm,Ulmus,
4726,17,9,subspecies,Eureka lemon,Citrus x limon 'Eureka',
1055,17,8,species,Gray birch,Betula populifolia,
924,17,6,genus,Moringa,Moringa,
588,17,6,genus,Firethorn,Pyracantha,
1109,17,8,species,Pohutukawa,Metrosideros excelsa,
1259,17,8,species,Mastic tree,Pistacia lentiscus,
1623,17,8,species,French lavender,Lavandula stoechas,
2174,17,8,species,Jabuticaba,Plinia cauliflora,
2216,17,9,subspecies,Bullace plum,Prunus domestica subsp. insititia,
2615,17,8,species,Utah juniper,Juniperus osteosperma,
1212,17,8,species,Century plant,Agave americana,
2789,17,6,genus,Melicoccus,Melicoccus,
902,16,8,species,Blue weed,Echium vulgare,
689,16,9,subspecies,Chard,Beta vulgaris subsp. cicla,
103,16,8,species,Kudzu,Pueraria lobata,
888,16,8,species,Peppermint,Mentha x piperita,
288,16,8,species,Swamp white oak,Quercus bicolor,
307,16,8,species,Western redbud,Cercis occidentalis,
939,16,8,species,Texas live oak,Quercus fusiformis,
2334,16,8,species,Arrowwood viburnum,Viburnum dentatum,
889,16,8,species,Wall germander,Teucrium chamaedrys,
5714,16,8,species,Italian plum,Prunus cocomilia,
4969,16,9,subspecies,Bosc pear,Pyrus communis 'Bosc',
3001,16,8,species,Common buttonbush,Cephalanthus occidentalis,
876,16,8,species,Yellow sweet clover,Melilotus officinalis,
2290,16,8,species,Winged spindle,Euonymus alatus,
784,16,8,species,King bolete,Boletus edulis,
412,16,8,species,Pin cherry,Prunus pensylvanica,
937,16,8,species,Ashe juniper,Juniperus ashei,
1753,16,8,species,Coralberry,Symphoricarpos orbiculatus,
586,16,8,species,Water mint,Mentha aquatica,Mentha hirsuta
1626,16,8,species,Wild bergamot,Monarda fistulosa,
319,16,8,species,Hollyleaf cherry,Prunus ilicifolia,
857,16,9,subspecies,Boysenberry,Rubus ursinus x idaeus,
461,16,6,genus,Lemongrass,Cymbopogon,
535,16,6,genus,Plantain,Plantago,
4158,15,8,species,New Zealand spinach,Tetragonia tetragonioides,
1423,15,8,species,Winged sumac,Rhus copallinum,Rhus copallina
3737,15,9,subspecies,Cherry plum,Prunus cerasifera 'Pendula',
1615,15,6,genus,Trout lily,Erythronium,
132,15,8,species,Northern bayberry,Myrica pensylvanica,
2324,15,8,species,Alder buckthorn,Frangula alnus,Rhamnus frangula
3815,15,8,species,Canada onion,Allium canadense,
2301,15,8,species,Empress tree,Paulownia tomentosa,
1167,15,8,species,Common frangipani,Plumeria rubra,
2432,15,8,species,Western redcedar,Thuja plicata,
2215,15,8,species,Common glasswort,Salicornia europaea,
806,15,8,species,Mexican palo verde,Parkinsonia aculeata,
2414,15,7,multispecies,Bird cherry,Prunus subg. Padus,Padus
531,15,8,species,White deadnettle,Lamium album,
570,15,8,species,Karaka,Corynocarpus laevigatus,
292,15,8,species,Devil's walkingstick,Aralia spinosa,
5050,15,9,subspecies,Bramley apple,Malus pumila 'Bramley's Seedling',
1513,15,6,genus,Catmint,Nepeta,
3163,15,8,species,Common teasel,Dipsacus fullonum,Dipsacus sylvestris
485,15,9,subspecies,Lemonade tree,Citrus limon x reticulata,
4001,15,8,species,Korean mulberry,Morus australis,Morus bombycis
247,15,8,species,Chinkapin oak,Quercus muehlenbergii,
1490,15,7,multispecies,Frost grape,Vitis,
787,15,7,multispecies,Shaggy parasol,Chlorophyllum,
1504,15,6,genus,Greenbrier,Smilax,
987,15,8,species,Western soapberry,Sapindus saponaria,Sapindus drummondii
916,15,8,species,Sheep laurel,Kalmia angustifolia,
2311,15,8,species,Austrian pine,Pinus nigra,
890,15,8,species,Crimson clover,Trifolium incarnatum,
269,15,8,species,Stone pine,Pinus pinea,
3153,15,9,subspecies,Mission fig,Ficus carica 'Mission',
1828,15,8,species,Common ragweed,Ambrosia artemisiifolia,
310,15,8,species,Black hawthorn,Crataegus douglasii,
3793,14,9,subspecies,Bavarian fig,Ficus carica 'Violletta',
64,14,9,subspecies,Green bean,Phaseolus vulgaris,
3990,14,9,subspecies,Santa Rosa plum,Prunus salicina 'Santa Rosa',
4691,14,8,species,Ox-eye daisy,Leucanthemum vulgare,
912,14,8,species,American willow,Salix discolor,
463,14,8,species,Malabar chestnut,Pachira aquatica,
1326,14,8,species,Jojoba,Simmondsia chinensis,
883,14,8,species,Northern catalpa,Catalpa speciosa,
850,14,9,subspecies,Zucchini,Cucurbita pepo subsp. pepo,
940,14,8,species,Gum bully,Sideroxylon lanuginosum,
325,14,8,species,Mexican fan palm,Washingtonia robusta,
2386,14,6,genus,Forsythia,Forsythia,
1951,14,8,species,Peppervine,Ampelopsis arborea,
354,14,8,species,Apple serviceberry,Amelanchier x grandiflora,
265,14,8,species,Magenta lilly pilly,Syzygium paniculatum,Eugenia paniculata
376,14,8,species,Northern california walnut,Juglans hindsii,
1762,14,8,species,Lilly pilly,Syzygium smithii,
4931,14,8,species,Porcelain berry,Ampelopsis glandulosa,
800,14,8,species,Field mushroom,Agaricus campestris,
2271,14,8,species,Common alder,Alnus glutinosa,
4675,14,9,subspecies,Black chokeberry,Aronia melanocarpa 'Viking',
4344,14,8,species,American gooseberry,Ribes hirtellum,
3565,14,9,subspecies,Common hazel,Corylus avellana 'Contorta',
501,14,7,multispecies,White pine,Pinus,
3058,14,8,species,Jocote,Spondias purpurea,
3645,14,9,subspecies,Ginkgo,Ginkgo biloba 'Fastigiata',
579,14,8,species,Needle bush,Acacia farnesiana,Vachellia farnesiana
556,14,8,species,White sagebrush,Artemisia ludoviciana,"Artemisia palmeri, Artemisia purshiana"
1002,14,6,genus,Catalpa,Catalpa,
858,14,8,species,Boab,Adansonia gregorii,
1840,13,8,species,Monterey pine,Pinus radiata,
6177,13,9,subspecies,Navel orange,Citrus x sinensis,
266,13,8,species,Black tupelo,Nyssa sylvatica,
1514,13,8,species,Nanking cherry,Prunus tomentosa,
1006,13,8,species,Siberian elm,Ulmus pumila,
402,13,8,species,Sweet crabapple,Malus coronaria,
1019,13,8,species,Camphor tree,Cinnamomum camphora,
1886,13,8,species,Evergreen blackberry,Rubus laciniatus,
351,13,8,species,Siberian crabapple,Malus baccata,
4651,13,9,subspecies,Avocado,Persea americana 'Florida Hass',
1042,13,8,species,Argyle apple,Eucalyptus cinerea,
1521,13,8,species,Ringless honey mushrooms,Armillaria tabescens,
4769,13,9,subspecies,Rainier cherry,Prunus avium 'Rainier',
596,13,6,genus,Clover,Trifolium,
1480,13,8,species,Smooth solomon's seal,Polygonatum biflorum,
2257,13,6,genus,Pepper tree,Schinus,
5428,13,8,species,Mexican bush sage,Salvia leucantha,
276,13,6,genus,Agave,Agave,
476,13,8,species,Fruit salad plant,Monstera deliciosa,
1779,13,0,polyphyletic,Thistle,,
956,13,8,species,Carolina buckthorn,Rhamnus caroliniana,
5618,13,8,species,Japanese honeysuckle,Lonicera japonica,
639,13,8,species,Leek,Allium ampeloprasum,
3973,13,8,species,Crow garlic,Allium vineale,
904,13,8,species,White sweet clover,Melilotus albus,
2276,13,8,species,Eastern sweetshrub,Calycanthus floridus,
2291,13,8,species,American spindle,Euonymus americanus,
483,13,6,genus,Pigface,Carpobrotus,
911,13,8,species,Goat willow,Salix caprea,
364,12,8,species,Judas tree,Cercis siliquastrum,
1115,12,8,species,Crimson bottlebrush,Callistemon citrinus,
2979,12,8,species,Country-almond,Terminalia catappa,
5316,12,9,subspecies,Cherry tomato,Solanum lycopersicum var. cerasiforme,
2611,12,8,species,Black ash,Fraxinus nigra,
1363,12,8,species,Japanese yew,Taxus cuspidata,
2221,12,6,genus,Salicornia,Salicornia,
339,12,8,species,Canada plum,Prunus nigra,
2130,12,8,species,Roxburgh fig,Ficus auriculata,
2459,12,8,species,Desert false indigo,Amorpha fruticosa,
963,12,8,species,Southern bayberry,Myrica cerifera,
3276,12,8,species,Okra,Abelmoschus esculentus,
788,12,8,species,Saffron milk-cap,Lactarius deliciosus,
2224,12,8,species,Black crowberry,Empetrum nigrum,
2277,12,8,species,Common hornbeam,Carpinus betulus,
4416,12,9,subspecies,Cherry plum,Prunus cerasifera 'Myrobolan',
3623,12,9,subspecies,Kousa dogwood,Cornus kousa 'China Girl',
290,12,8,species,Yellow buckeye,Aesculus flava,Aesculus octandra
395,12,8,species,Filbert,Corylus maxima,
3227,12,6,genus,Arbutus,Arbutus,
2461,12,8,species,Common barberry,Berberis vulgaris,
747,12,6,genus,Bracken,Pteridium,
1824,12,8,species,Purple coneflower,Echinacea purpurea,
2502,12,8,species,Wild privet,Ligustrum vulgare,
1412,12,6,genus,Goosefoots,Chenopodium,
1199,12,8,species,Trecul yucca,Yucca treculeana,
797,12,8,species,Cloud ear fungus,Auricularia polytricha,Hirneola polytricha
2484,12,8,species,February daphne,Daphne mezereum,
1360,11,8,species,Sweetbay magnolia,Magnolia virginiana,
3664,11,9,subspecies,Chinese dogwood,Cornus kousa var. chinensis,
3667,11,9,subspecies,European pear,Pyrus communis 'Doyenné du Comice',
379,11,8,species,Mount atlas pistache,Pistacia atlantica,
1605,11,8,species,Apple mint,Mentha suaveolens,"Mentha rotundifolia, Mentha macrostachya, Mentha insularis"
4641,11,9,subspecies,Avocado,Persea americana 'Bacon',
895,11,6,genus,Mustard,Brassica,
638,11,8,species,Potato,Solanum tuberosum,
3116,11,8,species,Maximilian sunflower,Helianthus maximiliani,"Helianthus maximilianii, Helianthus dalyi"
1099,11,8,species,Pagoda dogwood,Cornus alternifolia,
2066,11,8,species,Sugar-apple,Annona squamosa,
2599,11,8,species,Californian incense-cedar,Calocedrus decurrens,
2250,11,6,genus,Hibiscus,Hibiscus,
4635,11,9,subspecies,Pomegranate,Punica granatum 'Wonderful',
2253,11,6,genus,Lettuce,Lactuca,
650,11,9,subspecies,Whitecurrant,Ribes rubrum,
4119,11,8,species,Shahtoot mulberry,Morus macroura,Morus alba x rubra
693,11,8,species,Malunggay,Moringa oleifera,Moringa pterygosperma
560,11,6,genus,Butia palm,Butia,
4202,11,9,subspecies,European pear,Pyrus communis 'Conference',
188,11,8,species,Lamb's quarters,Chenopodium berlandieri,
302,11,8,species,Paper mulberry,Broussonetia papyrifera,Morus papyrifera
786,11,8,species,Slippery jack,Suillus luteus,
602,11,6,genus,Deadnettle,Lamium,
4506,11,8,species,Almond-leaved pear,Pyrus amygdaliformis,
1057,11,8,species,Jack pine,Pinus banksiana,
1829,11,8,species,Motherwort,Leonurus cardiaca,
274,11,8,species,Holm oak,Quercus ilex,"Quercus rotundifolia, Quercus ballota"
773,11,8,species,Epazote,Dysphania ambrosioides,
1646,11,8,species,Yellow-staining mushroom,Agaricus xanthodermus,
814,11,8,species,Silver birch,Betula pendula,
600,11,8,species,Wild rocket,Diplotaxis tenuifolia,
1602,11,9,subspecies,Pequin pepper,Capsicum annuum var. glabriusculum,
2124,11,8,species,Missouri foxtail cactus,Escobaria missouriensis,
1520,11,6,genus,Amaranth,Amaranthus,
5725,11,9,subspecies,Cara Cara navel orange,Citrus x sinensis 'Cara Cara',
3324,10,9,subspecies,Montmorency cherry,Prunus cerasus 'Montmorency',
1017,10,8,species,Italian buckthorn,Rhamnus alaternus,
420,10,8,species,Cloudberry,Rubus chamaemorus,
1131,10,6,genus,Viburnum,Viburnum,
2750,10,8,species,Parsnip,Pastinaca sativa,
2023,10,8,species,European silver fir,Abies alba,
1983,10,8,species,Common caper bush,Capparis spinosa,
403,10,8,species,Oregon crabapple,Malus fusca,
2016,10,8,species,Virginia knotweed,Persicaria virginiana,Polygonum virginianum
2266,10,8,species,White fir,Abies concolor,
154,10,8,species,European bird cherry,Prunus padus,Padus avium
707,10,8,species,Garlic chives,Allium tuberosum,
914,10,8,species,Heath aster,Symphyotrichum ericoides,
2598,10,8,species,Red alder,Alnus rubra,
357,10,8,species,Washington hawthorn,Crataegus phaenopyrum,
2308,10,8,species,Blue spruce,Picea pungens,
2468,10,8,species,Chinese flowering quince,Chaenomeles speciosa,
604,10,7,multispecies,Goji,Lycium,
356,10,8,species,Mockernut hickory,Carya tomentosa,
1679,10,8,species,Dame's rocket,Hesperis matronalis,
324,10,8,species,Desert fan palm,Washingtonia filifera,"Washingtonia filamentosa, Brahea filifera"
137,10,6,genus,Witch-hazel,Hamamelis,
761,10,8,species,Rose geranium,Pelargonium graveolens,"Geranium terebinthinaceum, Pelargonium terebinthinaceum"
1162,10,8,species,Arroyo willow,Salix lasiolepis,
223,10,7,multispecies,Cranberry,Vaccinium,
796,10,8,species,Parasol mushroom,Macrolepiota procera,
3420,10,9,subspecies,Black locust,Robinia pseudoacacia 'Bessoniana',
2137,10,8,species,Sycamore fig,Ficus sycomorus,
3038,10,8,species,Macaúba palm,Acrocomia aculeata,
220,10,8,species,Sand cherry,Prunus pumila,Prunus besseyi
3398,10,9,subspecies,Yellow passionfruit,Passiflora edulis f. favicarpa,
2306,10,8,species,White spruce,Picea glauca,
1015,10,8,species,Canary island date palm,Phoenix canariensis,
868,10,8,species,Cashew,Anacardium occidentale,
1211,10,8,species,Soaptree yucca,Yucca elata,
464,10,8,species,Soursop,Annona muricata,
754,10,8,species,Hen-of-the-woods,Grifola frondosa,Polyporus frondosus
4007,10,8,species,Sawtooth blackberry,Rubus argutus,
5281,9,9,subspecies,Sour cherry,Prunus cerasus 'Eubank',
4879,9,9,subspecies,Apple serviceberry,Amelanchier x grandiflora 'Autumn Brilliance',
470,9,8,species,Tamarillo,Solanum betaceum,Cyphomandra betacea
95,9,8,species,White sapote,Casimiroa edulis,
516,9,8,species,Marjoram,Origanum majorana,"Majorana hortensis, Majorana majorana"
771,9,8,species,Sweet lime,Citrus limetta,
1101,9,8,species,European ash,Fraxinus excelsior,
2639,9,8,species,Giant sequoia,Sequoiadendron giganteum,Sequoiadendron
929,9,6,genus,Lungwort,Pulmonaria,
2966,9,8,species,Plum pine,Podocarpus elatus,
5717,9,9,subspecies,Avocado,Persea americana 'Hass',
801,9,8,species,Scotch bonnet,Marasmius oreades,
7635,9,9,subspecies,European plum,Prunus domestica 'Hauszwetsche',
1554,9,8,species,Arugula,Eruca vesicaria,Brassica eruca
2142,9,8,species,Black huckleberry,Gaylussacia baccata,
1347,9,8,species,Vine maple,Acer circinatum,
2830,9,6,genus,Wild ginger,Asarum,
1253,9,8,species,Cabbage palmetto,Sabal palmetto,
1203,9,8,species,Blue palo verde,Parkinsonia florida,Cercidium floridum
2014,9,8,species,Goldenrain tree,Koelreuteria paniculata,
2100,9,8,species,Satsuma mandarin,Citrus unshiu,
2160,9,8,species,Patawa,Oenocarpus bataua,
919,9,8,species,Common poppy,Papaver rhoeas,
2816,9,8,species,Cherry elaeagnus,Elaeagnus multiflora,
925,9,8,species,Lobster mushroom,Hypomyces lactifluorum,
1802,9,6,genus,Lilac,Syringa,
4535,9,9,subspecies,Common fig,Ficus carica 'Blanche d'Argenteuil',
4210,9,9,subspecies,Apple,Malus pumila 'Haralred',
2275,9,8,species,Purple leaf sand cherry,Prunus x cistena,
367,9,8,species,Single-leaf pinyon,Pinus monophylla,
774,9,8,species,Tejocote,Crataegus mexicana,
238,9,8,species,Colorado pinyon,Pinus edulis,
2056,9,8,species,Tītoki,Alectryon excelsus,
833,9,8,species,Lemon myrtle,Backhousia citriodora,
1112,8,8,species,Silky oak,Grevillea robusta,
1959,8,8,species,White poplar,Populus alba,
3309,8,9,subspecies,Liberty apple,Malus pumila 'Liberty',
413,8,8,species,Japanese walnut,Juglans ailantifolia,
2132,8,8,species,Cluster fig,Ficus racemosa,Ficus glomerata
1062,8,8,species,Amur maple,Acer ginnala,Acer tataricum subsp. ginnala
2284,8,8,species,White fringetree,Chionanthus virginicus,
614,8,8,species,Alexanders,Smyrnium olusatrum,
4643,8,9,subspecies,Peach,Prunus persica 'Tropic Beauty',
1358,8,8,species,Rocky mountain maple,Acer glabrum,
1834,8,8,species,European goldenrod,Solidago virgaurea,
595,8,6,genus,Mahonia,Mahonia,
1163,8,8,species,White lead tree,Leucaena leucocephala,Leucaena glauca
702,8,8,species,Noni,Morinda citrifolia,
4642,8,9,subspecies,Avocado,Persea americana 'Day',
1555,8,8,species,Coastal rosemary,Westringia fruticosa,
3178,8,7,multispecies,Hybrid plane,Platanus,
5733,8,9,subspecies,Orange,Citrus x sinensis 'Washington Navel',
649,8,8,species,Jostaberry,Ribes x nidigrolaria,
3367,8,8,species,Turkey tail mushroom,Trametes versicolor,"Coriolus versicolor, Polyporus versicolor"
790,8,8,species,Yellow chanterelle,Cantharellus cibarius,
2590,8,8,species,White meadowsweet,Spiraea betulifolia,
862,8,5,family,Nightshade,Solanaceae,
981,8,8,species,Red bird of paradise,Caesalpinia pulcherrima,
2095,8,8,species,Pigface,Carpobrotus glaucescens,
4356,8,7,multispecies,Gold raspberry,Rubus,
5200,8,9,subspecies,Contender peach,Prunus persica 'Contender',
3899,8,8,species,Reishi mushroom,Ganoderma lucidum,
720,8,8,species,Watermelon,Citrullus lanatus,
893,8,8,species,Red chokeberry,Aronia arbutifolia,Photinia pyrifolia
1791,8,6,genus,Jasmine,Jasminum,
763,8,5,family,Cactus,Cactaceae,
1892,8,8,species,Chinese lantern,Physalis alkekengi,
369,8,8,species,Large-leaved linden,Tilia platyphyllos,
792,8,8,species,Birch bolete,Leccinum scabrum,
7344,8,9,subspecies,ginkgo (female),Ginkgo biloba,
795,8,0,polyphyletic,Puffball,Basidiomycota,
6179,8,9,subspecies,Olive,Olea europaea 'Arbequina',
346,8,8,species,Midland hawthorn,Crataegus laevigata,
5119,8,8,species,Western prickly pear,Opuntia x occidentalis,
2981,8,8,species,Purple guava,Psidium myrtoides,
1874,8,9,subspecies,Cox apple,Malus pumila 'Cox's Orange Pippin',Malus domestica 'Cox's Orange Pippin'
599,8,8,species,Cow parsley,Anthriscus sylvestris,
552,8,8,species,Garden lettuce,Lactuca sativa,
4503,8,9,subspecies,Apple,Malus pumila 'Cox's Orange',
1052,8,8,species,Field maple,Acer campestre,Acer campestris
1022,7,8,species,Sally wattle,Acacia melanoxylon,
2089,7,8,species,Achiote,Bixa orellana,
511,7,8,species,Beet,Beta vulgaris,
471,7,8,species,Sweet potato,Ipomoea batatas,
5019,7,8,species,Vietnamese coriander,Persicaria odorata,
4932,7,6,genus,Ground cherry,Physalis,
1047,7,8,species,Cabbage gum,Eucalyptus amplifolia,
1465,7,6,genus,Bee balm,Monarda,
2416,7,8,species,Common hoptree,Ptelea trifoliata,
1941,7,8,species,Indian hawthorn,Rhaphiolepis indica,
4648,7,9,subspecies,Common fig,Ficus carica 'Kadota',
237,7,8,species,Mahaleb cherry,Prunus mahaleb,
5201,7,9,subspecies,Early Gold pear,Pyrus ussuriensis 'Early Gold',
1287,7,8,species,Catclaw acacia,Senegalia greggii,Acacia greggii
5355,7,8,species,Beach pea,Lathyrus japonicus,
392,7,8,species,Rocky mountain juniper,Juniperus scopulorum,
870,7,6,genus,Spring beauty,Claytonia,
724,7,8,species,Triangle orache,Atriplex prostrata,
5322,7,8,species,coltsfoot,Tussilago farfara,
4143,7,8,species,Common yellow woodsorrel,Oxalis stricta,
1043,7,8,species,Yoshino cherry,Prunus yedoensis,
711,7,8,species,Aratilis,Muntingia calabura,
2147,7,8,species,Large gallberry,Ilex coriacea,
2236,7,7,multispecies,Partridge berry,,
381,7,8,species,Kaffir plum,Harpephyllum caffrum,
3951,7,8,species,Common morel,Morchella esculenta,
5726,7,9,subspecies,Apple,Malus pumila 'Anna',
2571,7,8,species,Snowy mespilus,Amelanchier ovalis,Amelanchier rotundifolia
794,7,8,species,Horse mushroom,Agaricus arvensis,
745,7,3,class,Fern,Polypodiopsida,Polypodiophyta
3704,7,8,species,Amur honeysuckle,Lonicera maackii,
298,7,8,species,Sydney golden wattle,Acacia longifolia,Acacia sophorae
590,7,8,species,Swedish whitebeam,Sorbus intermedia,
438,7,8,species,Garden sweet pea,Lathyrus odoratus,
994,7,8,species,Amur chokecherry,Prunus maackii,
377,7,6,genus,Wattle,Acacia,
6157,7,9,subspecies,Jefferson hazelnut,Corylus avellana 'Jefferson',
3305,7,9,subspecies,D'Anjou pear,Pyrus communis 'D'Anjou',
442,7,8,species,Hog plum,Prunus umbellata,
1786,7,6,genus,Spiderwort,Tradescantia,
1811,7,8,species,Balsam poplar,Populus balsamifera,
688,7,0,polyphyletic,Crayfish,Decapoda,
1207,7,8,species,Twist-leaf yucca,Yucca rupicola,
2977,7,8,species,Acerola,Malpighia glabra,
4631,7,9,subspecies,Avocado,Persea americana 'Winter Mexican',
1004,7,8,species,Cherry laurel,Prunus laurocerasus,
3170,7,8,species,Carolina ponysfoot,Dichondra carolinensis,
965,7,8,species,Bigtooth maple,Acer grandidentatum,
1821,7,8,species,Wild lettuce,Lactuca virosa,
1038,7,6,genus,Yew,Taxus,
125,6,6,genus,Arrowhead,Sagittaria,
2412,6,8,species,European dwarf cherry,Prunus fruticosa,
484,6,6,genus,Marigold,Calendula,
2398,6,8,species,Dawn redwood,Metasequoia glyptostroboides,Metasequoia
736,6,6,genus,Mombin,Spondias,
734,6,0,polyphyletic,Daisy,Plantae,
435,6,6,genus,Silk tree,Albizia,
338,6,8,species,Swiss pine,Pinus cembra,
721,6,9,subspecies,Broccoli,Brassica oleracea var. italica,
3468,6,9,subspecies,Greengage plum,Prunus domestica subsp. italica 'Große Grüne Reneklode',
3334,6,9,subspecies,Pomme Gris apple,Malus pumila 'Pomme Gris',
2812,6,8,species,Giant ironweed,Vernonia gigantea,Vernonia altissima
3337,6,9,subspecies,Wealthy apple,Malus pumila 'Wealthy',
6337,6,8,species,bitter gourd,Momordica balsamina,
770,6,8,species,Perennial sweet pea,Lathyrus latifolius,
245,6,8,species,Turkey oak,Quercus cerris,
2298,6,8,species,European larch,Larix decidua,
5720,6,9,subspecies,Nectarine,Prunus persica var. nucipersica 'Panamint',
345,6,8,species,Dwarf chestnut,Castanea pumila,
4374,6,9,subspecies,Saskatoon,Amelanchier alnifolia 'Fastigiata',
1221,6,8,species,Texas olive,Cordia boissieri,
578,6,9,subspecies,Catalina cherry,Prunus ilicifolia subsp. lyonii,
2757,6,0,polyphyletic,Mussel,Bivalvia,
2169,6,6,genus,Vetch,Vicia,
5615,6,6,genus,Grape hyacinth,Muscari,
2670,6,8,species,Manchurian walnut,Juglans mandshurica,
2136,6,8,species,Creeping fig,Ficus pumila,
775,6,0,polyphyletic,Sapote,Plantae,
3992,6,8,species,Native cherry,Exocarpos cupressiformis,
2077,6,8,species,Grey saltbush,Atriplex cinerea,
2034,6,8,species,Silver wattle,Acacia dealbata,
2050,6,8,species,Lemon aspen,Acronychia acidula,
2030,6,6,genus,Indian mallow,Abutilon,
1365,6,8,species,Common calabash tree,Crescentia cujete,
1296,6,6,genus,Ceiba,Ceiba,
5325,6,8,species,annual fleabane,Erigeron annuus,
5299,6,8,species,Desert wild grape,Vitis girdiana,
411,6,8,species,True service tree,Sorbus domestica,
71,6,8,species,Pistachio,Pistacia vera,
455,6,8,species,Neem,Azadirachta indica,
1160,6,8,species,Canyon live oak,Quercus chrysolepis,
2044,6,8,species,Indian ricegrass,Oryzopsis hymenoides,"Achnatherum hymenoides, Stipa hymenoides"
1789,6,8,species,Silver beech,Lophozonia menziesii,"Nothofagus menziesii, Fagus menziesii"
2640,6,8,species,Silver buffaloberry,Shepherdia argentea,
7364,6,9,subspecies,Adams flowering crabapple,Malus 'Adams',
976,6,8,species,Windmill palm,Trachycarpus fortunei,
362,6,8,species,Shellbark hickory,Carya laciniosa,
1270,6,8,species,Desert ironwood,Olneya tesota,
4066,6,9,subspecies,Gravenstein apple,Malus pumila 'Gravenstein',
1550,6,8,species,Ice-cream-bean,Inga edulis,
807,6,6,genus,Mesquite,Prosopis,
760,6,7,multispecies,Mayhaw,Crataegus series Aestivales,
1415,6,8,species,Witherod,Viburnum nudum,
898,6,8,species,Coriander,Coriandrum sativum,
1341,6,8,species,White willow,Salix alba,
4638,6,9,subspecies,Loquat,Eriobotrya japonica 'Yehuda',
314,6,8,species,Prairie crabapple,Malus ioensis,
1164,6,8,species,White orchid tree,Bauhinia aculeata,
5167,6,6,genus,Morel,Morchella,
540,6,8,species,Wallpepper,Sedum acre,
2797,6,8,species,Chinaberry tree,Melia azedarach,
3166,6,8,species,Buffalo gourd,Cucurbita foetidissima,
957,6,8,species,Prairie sumac,Rhus lanceolata,
1201,6,8,species,Large-flowered yucca,Yucca grandiflora,
3338,6,9,subspecies,Wolf River apple,Malus pumila 'Wolf River',
1510,6,8,species,Common hogweed,Heracleum sphondylium,
