location_id,observation_id,lat,lng,date,stage,type_count,type_id,taxonomic_rank,taxonomic_rank_name,en_name,scientific_name,scientific_synonyms
1762296,42125,29.700952,-95.397549,2018-12-31,ripe fruit,1,1173,6,genus,Date palm,Phoenix,
1762320,42146,37.35651431863654,-121.89972066017287,2020-01-01,ripe fruit,1,3,8,species,Orange,Citrus x sinensis,
1762364,42413,37.366737,-121.909876,2020-03-10,flower,1,1007,9,subspecies,Marina strawberry tree,Arbutus 'Marina',
1762364,42183,37.366737,-121.909876,2019-12-01,ripe fruit,1,1007,9,subspecies,Marina strawberry tree,Arbutus 'Marina',
1755352,38514,37.667683,-122.119968,2018-10-12,ripe fruit,1,49,8,species,Feijoa,Acca sellowiana,Feijoa sellowiana
1762301,42129,53.775068,-0.365044,2019-12-30,ripe fruit,1,120,6,genus,Hazel,Corylus,
1762559,42305,34.0849368,-118.3797179,2020-02-08,unripe fruit,1,75,7,multispecies,Banana,Musa,
1762809,42430,47.09250320000002,8.522837300000008,2020-03-13,ripe fruit,1,542,8,species,Wild garlic,Allium ursinum,
1762966,42548,34.181056,-118.418095,2020-03-27,ripe fruit,1,4,8,species,Lemon,Citrus x limon,
1591221,33602,47.231231,6.029957,2017-06-24,flower,1,48,7,multispecies,Blackberry,Rubus,
1591193,33579,47.252138,6.030176,2015-07-24,unripe fruit,1,16,6,genus,Grape,Vitis,
1591574,33862,45.556275,-122.657689,2017-07-06,unripe fruit,1,1,7,multispecies,Plum,Prunus,
1762346,42169,48.377091,-4.309709,2019-10-06,ripe fruit,1,14,8,species,Apple,Malus pumila,Malus domestica
1762345,42168,34.080902,-118.152446,2020-01-01,ripe fruit,1,19,8,species,Kumquat,Citrus japonica,"Fortunella japonica, Citrus margarita, Fortunella margarita, Citrus obovata, Fortunella obovata"
1762354,42174,-27.408144,153.04608,2019-12-28,ripe fruit,1,383,6,genus,Macadamia,Macadamia,
1762355,42175,-27.363656,153.03218,2019-12-28,ripe fruit,1,383,6,genus,Macadamia,Macadamia,
1762356,42176,-27.36985,153.032836,2018-12-15,ripe fruit,1,383,6,genus,Macadamia,Macadamia,
1762357,42177,-27.383201,153.057116,2019-12-28,ripe fruit,1,61,8,species,Tomato,Solanum lycopersicum,
1762365,42184,37.365614,-121.911717,2019-12-01,ripe fruit,1,1007,9,subspecies,Marina strawberry tree,Arbutus 'Marina',
1762366,42185,34.090016,-118.363228,2020-01-04,ripe fruit,2,3,8,species,Orange,Citrus x sinensis,
1762366,42185,34.090016,-118.363228,2020-01-04,ripe fruit,2,19,8,species,Kumquat,Citrus japonica,"Fortunella japonica, Citrus margarita, Fortunella margarita, Citrus obovata, Fortunella obovata"
1762368,42187,52.129144,-106.710899,2019-09-04,ripe fruit,1,545,6,genus,Sea-buckthorn,Hippophae,
1762371,42188,33.840776,-118.363784,2020-01-05,ripe fruit,1,76,6,genus,Guava,Psidium,
1762359,42178,57.788955,14.323404,2017-07-14,ripe fruit,2,88,7,multispecies,Blueberry,Vaccinium,
1762359,42178,57.788955,14.323404,2017-07-14,ripe fruit,2,5054,8,species,Bog bilberry,Vaccinium uliginosum,
1717787,35006,41.390218,-81.764645,2017-10-03,ripe fruit,1,111,8,species,Black walnut,Juglans nigra,
1717787,35005,41.390218,-81.764645,2017-10-03,ripe fruit,1,111,8,species,Black walnut,Juglans nigra,
1523139,32349,41.388501,-81.765583,2017-01-03,ripe fruit,1,283,8,species,Eastern red-cedar,Juniperus virginiana,
1523139,32336,41.388501,-81.765583,2016-12-29,ripe fruit,1,283,8,species,Eastern red-cedar,Juniperus virginiana,
1523139,32180,41.388501,-81.765583,2016-11-16,unripe fruit,1,283,8,species,Eastern red-cedar,Juniperus virginiana,
1517696,26823,48.773631,2.462219,2016-08-31,unripe fruit,1,114,6,genus,Apple,Malus,
1065289,9109,39.09978630955634,-84.50093394655761,2015-07-24,ripe fruit,1,248,8,species,Cornelian cherry dogwood,Cornus mas,
1507699,33411,34.073308,-118.454871,2017-06-09,flower,1,433,8,species,Blue elderberry,Sambucus cerulea,"Sambucus caerulea, Sambucus neomexicana"
1763124,42640,41.77661989,-88.07173249,2020-04-10,flower,1,248,8,species,Cornelian cherry dogwood,Cornus mas,
1763282,42717,42.722853,-73.686849,2020-04-15,flower,1,1426,8,species,Black raspberry,Rubus occidentalis,
1763286,43888,42.733346,-73.678233,2020-06-18,ripe fruit,1,92,6,genus,Mulberry,Morus,
1763120,42638,41.735783,-88.088569,2020-04-04,flower,1,1339,8,species,American hazel,Corylus americana,
1763287,42718,35.13257933258581,-90.0184833530843,2020-04-15,unripe fruit,1,92,6,genus,Mulberry,Morus,
1763291,42719,30.355684084122977,-97.7212810765226,2020-04-15,ripe fruit,1,92,6,genus,Mulberry,Morus,
1764656,43127,39.86448060274162,-75.91169365632372,2020-05-20,ripe fruit,1,525,8,species,Purple deadnettle,Lamium purpureum,
1518938,39487,34.48547,-117.2462,2019-05-12,unripe fruit,1,20,8,species,Common fig,Ficus carica,
1762415,42207,41.145437,-81.339711,2019-08-27,ripe fruit,1,147,8,species,Sassafras,Sassafras albidum,
1764715,43161,39.434985,-121.560121,2020-05-21,unripe fruit,2,1,7,multispecies,Plum,Prunus,
1764715,43161,39.434985,-121.560121,2020-05-21,unripe fruit,2,48,7,multispecies,Blackberry,Rubus,
1764397,51137,53.436359,-2.141985,2021-10-07,flower,1,542,8,species,Wild garlic,Allium ursinum,
1764399,42953,50.969328,-0.962262,2020-04-24,flower,1,542,8,species,Wild garlic,Allium ursinum,
1764400,42954,30.302203849611633,-97.74145379472303,2020-05-05,unripe fruit,1,96,8,species,Black mulberry,Morus nigra,
1764401,42955,33.524729,-86.769043,2020-05-04,ripe fruit,1,48,7,multispecies,Blackberry,Rubus,
1764401,42972,33.524729,-86.769043,2020-05-04,ripe fruit,1,48,7,multispecies,Blackberry,Rubus,
1764403,42956,55.953778614170204,-3.155645139717893,2020-05-05,flower,1,542,8,species,Wild garlic,Allium ursinum,
1721867,37240,38.28242,-85.825458,2018-07-11,ripe fruit,1,441,8,species,European plum,Prunus domestica,
1758647,40527,38.941279,-77.052601,2019-07-20,ripe fruit,1,1959,8,species,White poplar,Populus alba,
1764389,42960,37.409666739154616,-121.88369811164996,2020-05-05,unripe fruit,1,4526,9,subspecies,Peach,Prunus persica 'Amsden',
1764395,42952,53.449649,-2.212319,2020-05-04,ripe fruit,1,542,8,species,Wild garlic,Allium ursinum,
1764405,42961,37.41077928648176,-121.88132301251491,2020-05-05,ripe fruit,1,4649,9,subspecies,Loquat,Eriobotrya japonica 'Champagne',
1764408,42963,-38.354377,141.605767,2020-05-06,ripe fruit,1,49,8,species,Feijoa,Acca sellowiana,Feijoa sellowiana
1764409,42964,-38.354335,141.605813,2020-05-06,ripe fruit,1,49,8,species,Feijoa,Acca sellowiana,Feijoa sellowiana
1764413,42967,37.55768560121805,-122.31373694842885,2020-05-06,ripe fruit,1,4650,9,subspecies,Loquat,Eriobotrya japonica 'Bradenton',
1764414,42968,37.55768390823149,-122.31369242206279,2020-05-06,unripe fruit,1,23,8,species,Mandarin,Citrus reticulata,
1764416,42969,33.775399,-84.370754,2020-05-06,ripe fruit,1,48,7,multispecies,Blackberry,Rubus,
1764417,42970,33.534276,-86.751212,2020-05-05,ripe fruit,2,92,6,genus,Mulberry,Morus,
1764417,42970,33.534276,-86.751212,2020-05-05,ripe fruit,2,173,8,species,Red mulberry,Morus rubra,
1764418,42971,33.534459,-86.751341,2020-05-05,ripe fruit,1,48,7,multispecies,Blackberry,Rubus,
1764430,42975,51.574532991664235,-0.1342410135706995,2020-05-07,flower,1,74,6,genus,Elderberry,Sambucus,
1761252,41762,43.603431,3.899143,2019-10-17,unripe fruit,1,60,8,species,Strawberry tree,Arbutus unedo,
1761561,41867,50.708238,3.829038,2019-10-26,ripe fruit,1,70,6,genus,Chestnut,Castanea,
1761603,41888,33.778514340806524,-118.17379698848404,2019-11-02,unripe fruit,1,265,8,species,Magenta lilly pilly,Syzygium paniculatum,Eugenia paniculata
1761610,41893,34.20087729999998,-118.18285359999999,2019-11-03,unripe fruit,1,3,8,species,Orange,Citrus x sinensis,
1761659,41937,38.545132,-121.70631,2019-11-05,unripe fruit,1,3,8,species,Orange,Citrus x sinensis,
1761662,41938,52.213662,0.081989,2019-09-15,ripe fruit,1,388,8,species,Blackthorn,Prunus spinosa,
1761693,41955,48.63842223852702,2.310656725863396,2019-11-09,unripe fruit,1,4511,9,subspecies,Apple,Malus pumila 'Astrakan',
1761695,41957,44.851694,-0.602009,2019-11-09,ripe fruit,1,60,8,species,Strawberry tree,Arbutus unedo,
1761703,41962,37.653182,-121.897333,2019-11-01,ripe fruit,1,48,7,multispecies,Blackberry,Rubus,
1761704,41963,-37.98390209999998,145.02454510000007,2019-11-11,ripe fruit,1,18,8,species,Loquat,Eriobotrya japonica,
1761745,41986,38.58120677288428,-121.52319968122482,2019-11-15,ripe fruit,1,59,8,species,Olive,Olea europaea,
1761747,41987,-37.708016,144.977938,2019-11-16,ripe fruit,1,18,8,species,Loquat,Eriobotrya japonica,
1761749,41989,-37.707451,144.978374,2019-11-09,unripe fruit,1,1,7,multispecies,Plum,Prunus,
1761750,41990,-37.707589,144.978717,2019-11-16,unripe fruit,1,18,8,species,Loquat,Eriobotrya japonica,
1761877,42009,38.71674832186928,-9.147119347591342,2019-11-23,ripe fruit,1,1584,8,species,Clementine,Citrus x clementina,
1761964,53687,40.767926,-73.928541,2022-06-17,ripe fruit,1,2273,8,species,Juneberry,Amelanchier lamarckii,
1761966,42028,-37.707562,144.978947,2019-11-28,ripe fruit,1,18,8,species,Loquat,Eriobotrya japonica,
1762077,42041,-37.914601,145.077078,2019-11-22,ripe fruit,1,1762,8,species,Lilly pilly,Syzygium smithii,
1762078,42042,-37.912133,145.075678,2019-11-22,ripe fruit,1,483,6,genus,Pigface,Carpobrotus,
1761910,42043,51.501191,7.214034,2019-11-29,ripe fruit,1,388,8,species,Blackthorn,Prunus spinosa,
1762630,42353,25.747086600000017,-80.1462737,2020-02-23,unripe fruit,1,1982,8,species,Banana,Musa acuminata,
1762709,42403,45.49373652095975,-122.7934436398956,2020-03-08,flower,1,248,8,species,Cornelian cherry dogwood,Cornus mas,
1762711,42405,45.49254556316098,-122.80184060139155,2020-03-08,flower,1,113,8,species,Cherry plum,Prunus cerasifera,Prunus pissardii
1518668,28723,38.636174,-90.182111,2016-10-01,ripe fruit,1,190,8,species,Maypop,Passiflora incarnata,
1762806,42427,47.09250320000002,8.522837300000008,2020-03-13,ripe fruit,1,542,8,species,Wild garlic,Allium ursinum,
1762807,42428,47.09250320000002,8.522837300000008,2020-03-13,ripe fruit,1,542,8,species,Wild garlic,Allium ursinum,
1762808,42429,47.09250320000002,8.522837300000008,2020-03-13,ripe fruit,1,542,8,species,Wild garlic,Allium ursinum,
1762810,42431,47.09250320000002,8.522837300000008,2020-03-13,ripe fruit,1,542,8,species,Wild garlic,Allium ursinum,
1764772,43199,37.81879676233839,-122.2495154516665,2020-05-24,unripe fruit,1,406,8,species,Japanese plum,Prunus salicina,
1764773,43200,37.81917584565548,-122.25004301150088,2020-05-24,unripe fruit,1,1,7,multispecies,Plum,Prunus,
1763005,42580,32.814737,-97.48857,2020-03-31,unripe fruit,1,705,8,species,Mustang grape,Vitis mustangensis,
1763078,42615,37.873819,-122.265847,2020-04-05,unripe fruit,1,18,8,species,Loquat,Eriobotrya japonica,
1763090,42620,37.27720639999998,-121.946516,2020-04-08,flower,1,52,8,species,Peach,Prunus persica,
1764880,43256,30.314023021334982,-97.70954628910168,2020-05-27,unripe fruit,1,93,8,species,Pecan,Carya illinoinensis,
1764881,43257,30.313421860333413,-97.70991914720223,2020-05-27,unripe fruit,1,93,8,species,Pecan,Carya illinoinensis,
1763192,55042,37.250088,-121.962235,2022-08-13,unripe fruit,1,11,8,species,Pomelo,Citrus maxima,"Citrus grandis, Citrus grande"
1764884,43259,30.312079692430594,-97.71294454043603,2020-05-27,flower,1,554,6,genus,Mallow,Malva,
1765080,43387,46.554707,15.649143,2020-06-01,unripe fruit,1,112,8,species,Persian walnut,Juglans regia,
1763245,42693,30.357864,-97.613003,2020-04-12,unripe fruit,1,18,8,species,Loquat,Eriobotrya japonica,
1515310,25433,38.551052,-121.715929,2016-06-01,ripe fruit,1,27,8,species,Meyer lemon,Citrus x meyeri,
1765314,43522,45.773875,4.859185,2020-06-07,flower,1,163,6,genus,Linden,Tilia,
1762514,42278,38.340417,-122.675522,2020-02-04,unripe fruit,1,19,8,species,Kumquat,Citrus japonica,"Fortunella japonica, Citrus margarita, Fortunella margarita, Citrus obovata, Fortunella obovata"
1762267,42106,41.36873968813466,-72.15686062298988,2019-12-26,ripe fruit,1,172,6,genus,Hawthorn,Crataegus,
1762268,42107,41.36873968813466,-72.15686062298988,2019-12-26,ripe fruit,1,172,6,genus,Hawthorn,Crataegus,
1762270,42108,37.356904585112204,-121.90258715260825,2019-12-26,ripe fruit,1,4,8,species,Lemon,Citrus x limon,
1762271,42109,37.35664922663643,-121.90198959794118,2019-12-27,ripe fruit,1,4,8,species,Lemon,Citrus x limon,
1762272,42110,37.357769181267855,-121.9006303040642,2019-12-27,unripe fruit,1,4,8,species,Lemon,Citrus x limon,
1762516,42280,-27.521188100000007,153.0126393,2020-02-04,unripe fruit,1,458,8,species,Common guava,Psidium guajava,
1762373,42189,29.603681,-82.411392,2019-02-15,unripe fruit,1,5,8,species,Grapefruit,Citrus x paradisi,
1719834,35717,47.440224,-122.834565,2018-01-18,ripe fruit,3,114,6,genus,Apple,Malus,
1719834,35717,47.440224,-122.834565,2018-01-18,ripe fruit,3,48,7,multispecies,Blackberry,Rubus,
1719834,35717,47.440224,-122.834565,2018-01-18,ripe fruit,3,122,7,multispecies,Raspberry,Rubus,
1762517,42281,-27.52247390000001,153.012481,2020-02-04,ripe fruit,1,96,8,species,Black mulberry,Morus nigra,
1765041,43356,30.309290908700746,-97.71662922649469,2020-05-31,unripe fruit,1,93,8,species,Pecan,Carya illinoinensis,
1765042,45024,30.308789063859983,-97.71720299279133,2020-08-14,unripe fruit,1,445,6,genus,Fig,Ficus,
1765042,43357,30.308789063859983,-97.71720299279133,2020-05-31,unripe fruit,1,445,6,genus,Fig,Ficus,
1765129,43415,36.123294808760036,-86.77432305337915,2020-06-02,unripe fruit,1,4765,9,subspecies,Peach,Prunus persica 'La Feliciana',
1762752,42411,39.735914,-121.830188,2020-03-08,ripe fruit,1,87,6,genus,Kiwifruit,Actinidia,
1762988,42567,-31.8903682,115.8098089,2020-03-31,ripe fruit,1,380,7,multispecies,Lilly pilly,Syzygium,
1762998,42575,30.312923763269467,-97.71693444424353,2020-04-01,unripe fruit,1,92,6,genus,Mulberry,Morus,
1764520,43037,36.086623,-94.165513,2020-05-12,unripe fruit,1,173,8,species,Red mulberry,Morus rubra,
1762995,42572,30.359406,-97.619686,2020-03-31,flower,1,92,6,genus,Mulberry,Morus,
1763121,42639,30.264554595351942,-97.72883212534222,2020-04-10,unripe fruit,1,18,8,species,Loquat,Eriobotrya japonica,
1763142,42642,41.62731151411273,-86.95155840000001,2020-04-11,ripe fruit,1,690,8,species,Ramps,Allium tricoccum,
1765888,43949,42.787668,-73.678377,2020-06-20,unripe fruit,1,16,6,genus,Grape,Vitis,
1765890,43950,42.785188,-73.680183,2020-06-20,unripe fruit,1,97,8,species,White mulberry,Morus alba,Morus tatarica
1765892,43951,42.784378,-73.682544,2020-06-20,ripe fruit,1,96,8,species,Black mulberry,Morus nigra,
1763235,42686,33.865802,-118.087931,2020-04-12,flower,1,307,8,species,Western redbud,Cercis occidentalis,
1762574,42315,-34.630348,-58.46167,2020-02-09,unripe fruit,1,4,8,species,Lemon,Citrus x limon,
1762607,51517,35.5151744,-97.554237,2021-10-25,ripe fruit,1,93,8,species,Pecan,Carya illinoinensis,
1763348,42753,-37.761958,145.005798,2020-04-10,unripe fruit,1,59,8,species,Olive,Olea europaea,
1763378,42783,-37.81269572806876,145.00658525822075,2020-04-22,flower,1,4,8,species,Lemon,Citrus x limon,
1764502,43023,38.759764299999986,-9.33821430000001,2020-05-11,unripe fruit,2,3303,9,subspecies,Bing cherry,Prunus avium 'Bing',
1764502,43023,38.759764299999986,-9.33821430000001,2020-05-11,unripe fruit,2,2414,7,multispecies,Bird cherry,Prunus subg. Padus,Padus
1765903,43954,42.7794,-73.692314,2020-06-20,unripe fruit,1,88,7,multispecies,Blueberry,Vaccinium,
1765904,43955,42.7808,-73.690737,2020-06-20,ripe fruit,1,88,7,multispecies,Blueberry,Vaccinium,
1765905,43956,42.781501,-73.693001,2020-06-20,ripe fruit,1,115,6,genus,Serviceberry,Amelanchier,
1765554,43683,39.72678,-121.831192,2020-06-14,unripe fruit,1,5097,7,multispecies,Lemon,Citrus,
1765557,43684,39.726139,-121.833788,2020-06-14,unripe fruit,1,79,8,species,Apricot,Prunus armeniaca,
1765558,43685,39.726284,-121.833481,2020-06-14,unripe fruit,1,445,6,genus,Fig,Ficus,
1766890,44620,46.121615,-60.185321,2020-07-21,flower,1,1822,8,species,Common mullein,Verbascum thapsus,
1765315,43524,45.774948,4.811326,2020-06-07,unripe fruit,1,74,6,genus,Elderberry,Sambucus,
1764190,42810,38.255685,-85.73178,2020-04-24,flower,1,115,6,genus,Serviceberry,Amelanchier,
1764191,42811,38.255697,-85.731699,2020-04-24,flower,1,115,6,genus,Serviceberry,Amelanchier,
1767732,45072,-37.7855058,144.9761028,2020-08-17,unripe fruit,1,5097,7,multispecies,Lemon,Citrus,
1767889,45123,-37.78175219999998,144.9840659,2020-08-19,unripe fruit,1,78,8,species,Passionfruit,Passiflora edulis,
1767892,45126,-37.781239000000014,144.98261899999997,2020-08-19,flower,2,10,8,species,Rosemary,Rosmarinus officinalis,
1767892,45126,-37.781239000000014,144.98261899999997,2020-08-19,flower,2,17,6,genus,Lavender,Lavandula,
1764436,42980,-37.85357253228514,144.99773098027265,2020-05-08,ripe fruit,1,4726,9,subspecies,Eureka lemon,Citrus x limon 'Eureka',
1764437,42981,-37.85619341924156,144.9939459522356,2020-05-08,unripe fruit,1,59,8,species,Olive,Olea europaea,
1767893,45127,-37.781643599999995,144.9826737,2020-08-19,flower,1,17,6,genus,Lavender,Lavandula,
1522893,40573,47.2880503054,-122.32724335,2019-07-24,unripe fruit,1,2711,8,species,Himalayan blackberry,Rubus armeniacus,
1762407,42197,52.92502,-1.200858,2020-01-05,ripe fruit,1,114,6,genus,Apple,Malus,
1762412,42204,34.07177058958316,-118.35475229850465,2020-01-13,flower,1,10,8,species,Rosemary,Rosmarinus officinalis,
1762413,42205,-31.935868,115.802823,2020-01-14,ripe fruit,1,20,8,species,Common fig,Ficus carica,
1762414,42206,-31.922994,115.817828,2020-01-14,ripe fruit,1,20,8,species,Common fig,Ficus carica,
1762400,42194,34.432977,-119.86863,2020-01-08,ripe fruit,1,12,7,multispecies,Persimmon,Diospyros,
1762422,42210,32.66858245123783,-96.95328734476799,2020-01-15,ripe fruit,1,940,8,species,Gum bully,Sideroxylon lanuginosum,
1762423,42211,34.16276171239808,-118.36915984585974,2020-01-15,ripe fruit,1,4629,9,subspecies,Pomegranate,Punica granatum 'Afganski',
1762424,42213,24.93568,121.701889,2020-01-09,ripe fruit,1,78,8,species,Passionfruit,Passiflora edulis,
1762427,42216,34.03003971619661,-118.48138529133652,2020-01-16,flower,1,17,6,genus,Lavender,Lavandula,
1762429,42218,-29.426991,153.274393,2020-01-16,ripe fruit,1,1386,6,genus,Mango,Mangifera,
1762434,42221,37.3412234,-121.9101455,2020-01-19,ripe fruit,1,3227,6,genus,Arbutus,Arbutus,
1762439,42224,-38.231116,146.059284,2020-01-19,ripe fruit,1,113,8,species,Cherry plum,Prunus cerasifera,Prunus pissardii
1762446,42229,34.417163,-118.559882,2020-01-19,unripe fruit,1,19,8,species,Kumquat,Citrus japonica,"Fortunella japonica, Citrus margarita, Fortunella margarita, Citrus obovata, Fortunella obovata"
1762449,42230,37.36002168193331,-121.90806889990185,2020-01-22,flower,1,1007,9,subspecies,Marina strawberry tree,Arbutus 'Marina',
1762450,42231,37.36646770251259,-121.91047818901848,2020-01-23,ripe fruit,1,3227,6,genus,Arbutus,Arbutus,
1762451,42232,37.36658471930981,-121.90960337246104,2020-01-23,ripe fruit,1,831,8,species,Kaffir lime,Citrus hystrix,
1762454,54204,41.832516,-87.681378,2022-07-04,ripe fruit,1,121,8,species,Sour cherry,Prunus cerasus,
1762453,42240,-37.587812,143.871556,2020-01-26,ripe fruit,1,114,6,genus,Apple,Malus,
1762471,42246,24.5475997,-81.7931427,2020-01-28,unripe fruit,1,1215,8,species,Banana yucca,Yucca baccata,
1762486,49260,42.853285,-85.73058,2021-07-12,ripe fruit,1,96,8,species,Black mulberry,Morus nigra,
1762490,42252,-37.60122639846365,143.8418028027125,2020-01-30,unripe fruit,1,114,6,genus,Apple,Malus,
1762491,42253,-37.60123277063439,143.8415428693359,2020-01-30,unripe fruit,1,59,8,species,Olive,Olea europaea,
1762492,42254,-37.59917682814525,143.84031124764468,2020-01-30,unripe fruit,1,69,8,species,Quince,Cydonia oblonga,"Cydonia, Cydonia vulgaris"
1524492,42263,27.78451,-82.643292,2020-01-30,ripe fruit,1,419,8,species,Starfruit,Averrhoa carambola,
1762495,42257,27.7936,-82.648714,2020-01-29,flower,1,18,8,species,Loquat,Eriobotrya japonica,
1762496,42258,27.793848,-82.648585,2020-01-29,ripe fruit,1,419,8,species,Starfruit,Averrhoa carambola,
1762497,42259,37.35161550360617,-121.88685312030474,2020-01-30,ripe fruit,1,3,8,species,Orange,Citrus x sinensis,
1762499,42261,37.351118617897335,-121.88597325887687,2020-01-30,ripe fruit,1,3,8,species,Orange,Citrus x sinensis,
1762500,42262,37.34543533428394,-121.88201242527572,2020-01-30,ripe fruit,1,4,8,species,Lemon,Citrus x limon,
1762501,42264,-37.61747251026531,143.8348667900676,2020-01-31,unripe fruit,1,114,6,genus,Apple,Malus,
1762505,42268,-27.5537971926044,153.08577319113547,2020-01-31,unripe fruit,1,458,8,species,Common guava,Psidium guajava,
1762510,42274,37.340353400000005,-121.8197299,2020-02-02,ripe fruit,1,114,6,genus,Apple,Malus,
1762513,42277,38.340476,-122.675618,2020-02-04,unripe fruit,1,3,8,species,Orange,Citrus x sinensis,
1762554,42298,-31.89702706490918,115.81762092373629,2020-02-07,ripe fruit,1,466,8,species,Curry tree,Murraya koenigii,
1762529,42284,38.610988,-122.870369,2020-02-04,ripe fruit,1,3,8,species,Orange,Citrus x sinensis,
1762532,42286,-27.650451,153.378727,2020-02-06,ripe fruit,2,1386,6,genus,Mango,Mangifera,
1762532,42286,-27.650451,153.378727,2020-02-06,ripe fruit,2,2065,8,species,Custard apple,Annona reticulata,
1762538,42292,-37.59295798011232,143.83407100930089,2020-02-06,ripe fruit,1,114,6,genus,Apple,Malus,
1762539,42293,-37.59295798011232,143.83407100930089,2020-02-06,ripe fruit,1,2409,9,subspecies,Prune plum,Prunus domestica subsp. domestica,
